,DisplayText,Duration,Offset
43,Dom är hmm. En sötsak som man äter är en tid av riskfritt bigi. Hmm.,12.99,348.98
44,Hmm men cool nej hmm.,5.49,362.02
45,"Ja ja, men hmm flera ja så inte ändra men fredag ja.",9.92,368.18
46,"Hmm, ja jag sett.",2.09,381.99
47,"Det här är något man får om man vinner i en tävling förstaplats så får man en sån här. Ja, det är något som man hänger runt halsen. Hmm guld med ja.",13.44,386.24
48,"Hmm, det är en plats som när man är sjuk man hmm, går till ja, denna plats.",7.42,402.13
49,"För den köper läkemedel, läkemedel. Hmm. Apotek ja.",5.74,410.94
50,"Det här är ett litet kryp som gör ett nät där den fångar andra insekter. Hmm ringa nej, den har 8 ben och den kan hmm sina ja.",16.92,418.56
51,Hmm.,1.36,438.53
52,Det var en typ av kött.,2.59,441.05
53,"Hmm, som kommer från gris?",4.03,444.5
54,Hmm.,1.49,452.08
55,"Hmm, nej, det är en typ av kött. Hmm, snart.",6.28,453.62
56,"Najs mördade inte kött. Hmm, skicka jag har sett.",5.52,460.95
57,"Det här en plats i ljuset där man går på toaletten eller tvättar händerna eller duschen. Hmm, dusch, min värld är ett rum där allt det här finns. Det finns toalett handfat dusch. Ja, hmm.",21.3,468.47
58,"Så det är en plats där man tvättar sig, hmm bastu. Nej, det är plats där man går på toaletten. Hmm vad det var.",10.55,490.11
59,Hmm hmm så.,2.86,503.88
60,Den här ja personer som?,3.86,507.76
61,Ja gift.,2.5,513.15
62,Hmm till kungen.,2.6,516.9
63,"Hmm, drottning varit sätt.",2.13,524.11
64,"Det här är en varelse som man har hemma hos sig. Det kan vara en hund eller katt eller kanin, hmm.",11.61,528.06
65,"Ja, och det är en sån sak som man har i sitt hem. Hmm, ju bra.",6.73,539.73
66,"Hmm, dom är en typ av ord eller, hmm?",5.83,549.05
67,Jaha hmm en kod som man har för att ha säkerhet hmm die?,7.64,555.31
68,Digitalt stekhet hmm lösenord.,4.09,564.08
69,"Hmm, det här är ja något som tillåter en att välja en statsminister i ett val. Ja.",12.34,571.2
70,"Så det är hmm, något som.",3.79,584.4
71,Varje människa.,1.61,589.78
72,"Hmm, du får göra det här är en, hmm.",8.46,592.88
73,"En sak som man har, hmm.",4.41,603.5
74,Hmm.,1.57,609.22
75,Hmm.,1.5,612.28
76,"Ja när man dödar. Hmm, man ligger på hmm.",5.94,614.62
77,Hmm semester i hmm ja sten ja.,5.55,620.62
78,Det här är något man sitter i när man inte kan gå.,3.42,628.42
79,Ja.,0.82,632.53
80,"Det är något med djur, hmm?",3.9,634.77
81,"Det är något man sitter i när man har brutit benet och inte kan gå. Hmm, rullstol ja.",8.59,639.01
82,Hmm.,1.48,651.64
83,Det är.,1.13,653.17
84,Hmm sa en sak som sker när man söver cover magen.,9.16,656.01
85,Ja.,0.67,666.08
86,"Det här är en blomma som man har i en behållare. Hmm, växten? Ja, och det är en blomma som är i en slags behållare. Ja, en behållare som kan vara gjorda av lera hmm.",19.43,669.38
87,"Nej, det är. Det är en blomma som ja.",5.48,689.62
88,Hmm.,1.5,699.85
89,Hmm.,1.5,704.06
90,"Det är inte slut av jaha medicinskt instrument. Ja, hmm.",8.37,706.21
91,Som man kan.,2.28,715.67
92,"Hmm, slå där. Ja, bra.",2.49,719.53
93,Det här är ett ställe där man förvarar sina kläder. Jaha.,4.89,724.14
94,"Den brukar stå i en sovrum och man har sina kläder i hmm där utgången. Nej, det är som en låda som.",12.74,730.63
95,Man har sina kläder i och.,3.48,744.95
96,Hmm ja.,2.16,749.31
97,"Jaha, det är beroende av min pappa.",4.78,753.66
98,Ja.,0.87,759.86
99,,0.17,763.39
100,Hmm.,1.59,764.23
101,Ja.,0.34,765.87
102,"Det här är ett stort djur som finns på gården och den är vit. Hmm nej, det är djur som går på land och blå ja.",16.74,768.06
103,Hmm.,1.49,788.47
104,Det är en typ av atletisk idrott på med en.,8.12,790.19
105,Hmm.,1.6,799.27
106,"Och det här är vad man lämnar efter sig när man går i lera eller snö. Dela ja, det är ett det ordet SA fact.",12.4,803.35
107,"Av en sko jaha, så det är ett.",4.87,816.97
108,"Avtryck man lämnar sig efter sina skor. Hmm, fotboll på.",6.14,822.8
109,"Okej, det är en typ av ja hmm juwel hmm.",9.56,832.74
110,"Som kommer från ja, träden.",4.78,842.55
111,Hmm.,1.57,848.41
112,Som fossiliserade hmm barns in.,4.54,850.97
113,Ja.,0.69,856.58
114,"Och det här är om man är en mormor. Hmm. Om man är mormor så har man hmm generationer. Ja, vi har en dotter och son och dotter som har en dotter.",15.93,859.04
115,Ja nu ligger de ordet 2 gånger haha.,4.39,876.69
116,Så det här är hmm 2 generationer ner? Hmm ja.,6.86,883.32
117,"Hmm, jag vet inte vad. Ja, vad det är. Hmm.",7.94,893.42
118,Hmm.,1.49,905.36
119,"Sån är? Hmm, när det här. Hmm, när det här reaktioner. Hmm omröstning ja.",9.75,910.26
120,Och det här är en destination man kan åka till när man går på semester.,5.18,921.62
121,Hmm.,1.57,927.58
122,"Ja, men det är mer övergripande platsen man ska åka till. Hmm resmål, ja.",7.6,929.46
123,"Ja det ena en typ av hus som har vanligt i stan. Ja, hmm, framför allt i england. Här finns det mycket husen av denna typ. Hmm radhus.",18.97,939.589
124,Och det här är.,2.1,960.839
125,"Det här är en väg när man ska åka från ja, n och över en.",9.02,964.779
126,En flod så har man en sån här slags väg och den sitter uppspänd i vajrar som håller uppe bron. Hmm hänger ja.,13.91,973.859
127,Oj hmm oj hmm.,3.97,991.319
128,"Hmm, så det här är en typ av hmm, signaturen är låt ja, ja.",9.91,995.579
129,"Hmm, och det här är en?",4.13,1007.039
130,Man måste aning ja granskning hmm underskreds ja.,7.36,1015.239
131,"Hmm, så det här har en person som har en instrument av produktion. Ja hmm. Som man spelar spel eller spelare? Hmm så ja.",16.91,1025.879
132,Hmm.,1.11,1045.179
133,"Det finns 7 sådana här i världen, säger man, och det kan vara colosseum.",5.75,1047.179
134,"Eller kinaberoende lunch med haller medierna och det är något storslaget man brukar säga världens 7. Hmm, ja.",14.39,1053.219
135,"Okej, så det här är en maskin som man som användas för att göra klädning.",11.16,1074.339
136,"Det är den värd stor. Ja, det är hela tiden idag. Tack för att ni spelade mig. Tack spelade uc. Ja vad roligt.",10.68,1086.979
137,Hur man ska hantera.,1.97,1105.239
138,"Wibax ut säger, du får inte betalning ska finnas köpet som farsans.",5.38,1110.199
139,,0.01,1115.609
