,DisplayText,Duration,Offset
64,Jaha.,0.66,418.99
65,"Det är vita, ja.",1.93,421.31
66,Ja.,0.69,425.2
67,Hmm guld.,1.44,429.69
68,"Hmm, men kulan tiden. Men det är alltså det är du på den?",6.88,432.7
69,"Jag har en kaka, hmm, men det kan också vara en tanke när han sover.",6.65,441.35
70,Ja.,0.82,449.69
71,"Hmm, människor? Nej.",2.48,453.72
72,Hmm drömmar ja.,2.22,457.72
73,Ja 8 ben insekt jaha.,4.88,465.04
74,Spinner nät.,1.48,471.64
75,Jaha.,0.65,476.66
76,Hmm sim.,1.5,480.75
77,Ja.,0.71,482.3
78,"Hmm, o död?",1.58,485.91
79,Hmm.,0.88,488.36
80,Ja entitet som lever i efter efter man har dött oroad för oss.,8.69,491.22
81,Hmm.,1.5,504.06
82,Ja.,0.62,505.61
83,Ja statisk elektricitet i himlen.,3.16,509.33
84,Hmm ljus.,1.45,517.73
85,Hmm.,1.55,519.27
86,Nej elektricitet energi.,3.08,521.05
87,Explosioner hmm så nej.,4.08,525.38
88,Hmm ja.,1.95,530.78
89,Hund katt kanin hmm han.,3.73,536.19
90,Ja sällskap hemma i hemmet.,4.23,542.97
91,Hmm.,1.49,552.77
92,Hmm.,1.5,554.77
93,Hmm ja.,1.92,556.76
94,Hmm obehagliga tankar när du sover.,2.68,564.55
95,Ja.,0.84,568.03
96,"Hmm, dröm. Hmm, morgon.",3.54,576.79
97,Ja skåp där du förvarar kläder.,3.7,582.83
98,Ja.,0.84,588.06
99,Hmm.,1.55,598.18
100,Ja.,0.31,599.78
101,Men hej anna väder ja man hänger kläder i skogen.,5.8,600.43
102,Hmm.,1.59,608.05
103,Ja.,0.53,609.69
104,"Hmm, ett fordon. Ja, jag ska nog ta det här, men kan inte hmm gå om man inte kan gå, men det är väl.",11.44,614.44
105,Ja hmm. Småstadsbor 23 hmm.,6.92,627.75
106,Ros ja snygg ja.,3.75,634.72
107,Man är över 18. Hmm. Man får vara med och välja vilket riksdagsparti som ska leda landet. Hmm ja.,11.87,639.97
108,Då ser man har mot.,2.02,653.14
109,Man får vara med och välja.,1.73,656.57
110,Ja.,0.67,659.66
111,Hmm.,1.59,663.82
112,Hmm röstade.,1.37,666.8
113,Ja.,0.54,668.46
114,Den get som lever i bergen? Ja.,4.88,673.66
115,Hmm.,1.56,681.86
116,Hmm.,0.28,683.96
117,Den horn ja hmm den klättrar på bergshammar och byberget.,6.0,686.34
118,Hmm.,1.58,693.34
119,Ja.,0.69,694.97
120,Jaha hmm planta hemma i en hög i fönstret.,6.52,698.73
121,Jaha.,0.69,706.7
122,"Hmm, västern är lugn.",3.42,714.89
123,Hmm hmm trädgården hmm.,4.52,719.73
124,Ja.,0.83,724.31
125,Jaha.,0.57,729.37
126,Högsta delen av byggnaden i guds hus. Ja.,4.74,737.8
127,"Hmm kyrka, fast högsta delen av kyrkan.",3.89,745.88
128,Jaha.,0.64,751.15
129,Hmm.,1.57,754.88
130,Nej hmm.,2.67,757.04
131,Hmm berget högsta delen II guds hus. Det hänger i klockor. Vad kallas den delen av guds hus där klockan hänger? Hmm 22 ja.,12.34,760.6
132,Hmm.,1.5,776.03
133,Ja oj.,1.82,778.52
134,Block star skriver namnet på den som döps och placerar vid graven.,4.73,782.72
135,Ja.,0.8,788.18
136,Hmm skulpturer nej.,2.44,791.92
137,Hmm.,1.49,796.91
138,Hmm sen.,1.35,799.87
139,Hmm grann hmm gång.,3.58,802.88
140,Hmm polen hmm glas.,3.64,806.91
141,Ja.,0.71,810.78
142,"Ja, vad man går i snön så lämnar man ofta efter sig hmm markeringar i snön där man har gått. Vad kallas dom markeringarna för hmm så?",12.37,816.66
143,Hmm.,1.49,831.92
144,Hmm svårt.,1.92,833.46
145,Jaha.,0.65,839.78
146,Tävling i os där det gäller att. Hmm.,4.52,844.87
147,Ja kasta sig så högt upp som möjligt.,2.88,849.44
148,Ja.,0.57,853.13
149,Hmm.,1.59,856.93
150,Jaha.,0.56,862.09
151,Min dotter är mammas.,2.64,864.75
152,"Ja hmm, jag har en dotter och min mamma. Hon är barn och min barns. Hmm farmor. Men var är barnet för farmor?",11.5,869.88
153,Hmm.,1.55,882.44
154,Ja.,0.48,884.14
155,Hmm.,1.5,889.49
156,Jul hmm leva i now någon nordpolen option.,8.12,891.5
157,Till dig som bor i sömn?,1.46,900.96
158,Ja.,0.71,903.4
159,Anses vara världens ett av världens farligaste djur bor på nordpolen. Hmm.,6.67,908.96
160,"Hmm och hmm i vit. Hmm så här nej ställ in. Hmm, isbjörn.",8.54,918.17
161,Ja en byggnad som byggs in till andra byggnader. Det är hämta och sitter ihop.,7.15,930.18
162,Hmm.,1.07,938.73
163,Hmm hus.,1.57,941.94
164,Hmm villa hmm radhus.,3.97,943.88
165,Golden gate.,1.24,953.22
166,Hmm.,1.67,956.64
167,Ja.,0.52,958.36
168,Konstruktion som är binder samman 2 stycken. Hmm sidor av sund.,6.49,962.38
169,"Om du kan köra bil över, du kan gå över.",2.51,969.93
170,Hmm.,1.58,973.5
171,Kyrkans överhuvud ledare i sverige.,4.87,979.35
172,Ja.,0.64,986.57
173,Jaha.,0.58,990.53
174,Hmm skum.,1.54,994.64
175,Hmm nej.,1.5,996.24
176,Ja.,0.48,999.37
177,Ledare för kyrkan? Hmm?,4.35,1001.53
178,Ledare för kyrkan.,1.29,1006.38
179,Ja högt uppsatt.,1.24,1009.65
180,Hmm.,1.6,1011.92
181,Mirakel.,0.95,1016.31
182,Hmm det finns 7 mirakel i hmm.,4.88,1021.73
183,Nej hmm.,1.78,1033.42
184,"Det finns 7. Det är några som vi tror det finns. 7 så mirakel III historien om i världen hmm, exempelvis pyramiderna, barnsängar, trädgårdar, hmm 4.",14.79,1037.15
185,Huset till dessa nya hmm med dom här 7 mirakel i världen.,6.77,1051.99
186,Hmm undra ja.,2.18,1060.51
187,Sång som identifierar hmm?,4.83,1069.08
188,"Ja, så är sån som identifierar en serie serie ser ju hmm i naturen.",10.41,1073.96
189,Ja.,0.79,1087.02
190,Hmm.,1.5,1094.47
191,Stort verktyg som du tillverkar kläder med.,3.34,1096.42
192,"Gör mattor II det här i det här börjar det här stora verktyget, hmm.",7.78,1101.52
193,Hela tiden.,0.79,1110.38
194,"Spelande det var så lite så. Hmm, hur talar du utan?",5.3,1113.15
195,Ja.,0.5,1121.58
196,Match.,0.9,1124.13
197,Volvo visar på dizparc när vi skulle gå iväg till viss ingång.,4.7,1128.16
