,DisplayText,Duration,Offset
49,Hmm.,1.06,398.47
50,"Hmm. I yrket där man bakar country. Hmm, dagar, hmm.",11.62,403.0
51,Enzo har köpt.,1.62,419.73
52,Kram ja det var smörgås hmm.,7.59,423.52
53,Hmm skicka alla.,1.98,431.56
54,"Hmm, en kvinna.",2.54,437.11
55,Ja är.,1.37,441.7
56,Förmån.,0.94,446.39
57,Hmm.,0.36,449.15
58,Kundens språk ja blir kunde styra ja.,5.14,451.52
59,Jaha och.,0.72,457.47
60,Hmm.,0.62,459.41
61,Hmm.,0.99,461.14
62,Jaha ja.,1.88,464.88
63,Hmm.,1.49,470.03
64,Hmm.,1.38,472.09
65,Hmm.,1.08,478.26
66,Ja något som får i skolan. Ja hmm man kan få av en bil vill man ha flera.,11.83,481.15
67,Hmm.,1.51,494.76
68,Ja.,0.52,496.5
69,Ja.,0.73,500.53
70,Du hittar den i badrummet och då är kan se dig själv.,7.5,504.33
71,Hmm.,0.46,515.1
72,Hmm usch.,1.58,517.02
73,Nej.,0.71,520.08
74,Hmm.,1.5,523.07
75,"Svårt att säga, inte spela för det. Ja.",3.86,526.36
76,Dessa cake sort ja.,3.87,533.34
77,"Ica också gjort, hmm, som är döpt efter.",5.3,539.34
78,"Hmm, när man när man sover haha hmm så har man hmm hmm människor hmm visioner in hmm.",13.37,545.86
79,"Ja, vad är det man kan kalla det fantasi, men man man har när man sover när man sover och så gör man det här.",9.78,559.86
80,Man fantiserar ofta hmm drömmar. Hmm.,6.43,570.74
81,Hmm.,1.44,580.39
82,Hmm.,1.89,586.82
83,"Ja, mormor eller morfar till dom då jaha.",5.04,589.34
84,Hmm dom.,1.25,597.65
85,,0.16,599.96
86,"Rätt steg till alltså du. Hmm, det är min sons av komma. Hmm?",6.9,602.09
87,Hmm hmm sökningar hmm generationer hmm barndom ja då.,8.82,610.78
88,Jaha.,0.47,623.98
89,"Under något du måste slå in för att till exempel komma ihåg till namn i din dator, kanske.",9.54,630.65
90,Hmm lösenord ja.,2.18,642.07
91,Hmm väster när vi pratade om kartan sorten förut.,7.63,646.85
92,Jag vill ha min.,1.32,656.83
93,Hmm.,1.67,659.67
94,Hmm morgon hmm ja.,5.75,661.65
95,Man lägger sina kläder.,1.85,671.08
96,Jag ringer upp sina kläder eller sina kläder hur den här månaden? Haha.,5.55,675.51
97,Hmm.,1.49,684.11
98,"Hmm, sen när man lite skåp, hmm. Kylskåp och skolråd ja jaha.",9.71,685.65
99,En blomma som var inomhus.,2.61,700.33
100,Hmm.,0.36,706.19
101,,2.29,711.13
102,Växten.,0.85,713.89
103,Ja hmm men.,2.18,715.71
104,,2.92,717.94
105,Hmm.,0.84,721.77
106,Ja ja.,2.06,723.86
107,Usch.,0.44,728.71
108,Om man.,1.68,731.15
109,Hmm ja går.,3.38,735.19
110,Hmm.,0.77,740.07
111,Hmm.,1.58,741.72
112,Hmm rullstol.,1.52,743.75
113,Hmm.,0.92,753.78
114,Hmm.,0.62,757.0
115,Hmm.,0.82,758.72
116,Rätt.,0.62,760.94
117,Ja.,0.72,765.12
118,Hmm.,1.46,769.18
119,Hmm.,1.6,770.75
120,"Hmm, precis och omröstning? Ja, det var vi val då väljer man bra så ja, exakt.",9.83,772.82
121,Hmm.,1.05,786.7
122,Förare som går snabbt.,1.97,789.75
123,"Ja till exempel, hmm?",5.47,792.52
124,Barnfri stockholm ja hmm dessutom på hmm.,8.96,798.62
125,"Jag säger det igen, alltså vad sa du för något? Ja.",3.95,809.05
126,Vad sa ja.,1.91,813.79
127,Ja.,0.51,819.67
128,"När man dör så blir man glad och då får man en sån här. Hmm hmm. Det här är en en sak han sätter. Hmm, precis.",14.9,822.83
129,Hmm.,1.58,839.21
130,"Hmm, det är sara steen har gravsten jaha.",5.99,841.22
131,Hmm.,0.96,850.83
132,Hmm.,1.5,854.38
133,Men vår bäste vän.,2.32,856.49
134,Såsom boll med el hemma.,3.28,861.05
135,Anställd hmm.,2.96,868.55
136,Hmm.,0.62,873.18
137,Hmm.,1.57,875.22
138,,2.04,876.96
139,Hmm.,0.45,879.05
140,När man går till exempel i snö så lämnar man såna här efter sig.,5.22,886.81
141,Hmm hmm.,4.02,893.95
142,Hmm.,1.56,898.25
143,Han är precis och man gör små ja.,4.17,900.14
144,Hmm.,0.31,909.09
145,Nej en del av hmm byggnad ja som.,8.88,919.25
146,Ja.,0.5,929.96
147,Stor ja ja ja ja ja och hmm.,6.75,933.19
148,Hmm.,1.57,940.87
149,Hmm.,0.02,942.67
150,Ja.,0.6,948.1
151,Hmm.,0.83,955.5
152,Vad är det en fan?,1.28,957.76
153,De är det här en del av kroppen som transporterar?,6.05,961.28
154,"Ja hmm sen hmm och jag ikväll? Hmm, vi hör ja, det är små hmm saker så ja visst.",11.37,968.38
155,Jaha hmm kul hmm.,5.77,983.66
156,När?,0.94,995.76
157,Hmm ja.,2.0,1003.99
158,När man åker på semester ja så vi dit man åker. Hmm resmål ja.,8.98,1007.48
159,Hmm.,1.5,1022.6
160,Hmm jätte duktig persson mig syrran ja inte gräs.,6.22,1025.37
161,Hmm kungen hmm vi ska hoppa.,3.73,1033.31
162,7.,0.62,1041.37
163,Ja om.,1.45,1044.42
164,Hmm om man vill.,3.52,1047.92
165,Om man vill att hela befolkningen ja ska ta ställning i en fråga.,5.82,1053.3
166,Hmm.,1.57,1060.34
167,Hmm.,1.59,1062.04
168,Hmm.,1.76,1063.68
169,"Hmm, ett särskilt barn. Hmm. Rösta ditt precis. Hmm omröstning då?",9.64,1066.71
170,Hmm.,1.49,1084.6
171,Hmm hmm hmm hmm.,7.03,1090.22
172,"Där finns bara, hmm, att dom vägen.",5.44,1106.62
173,Ja de är.,2.0,1113.85
174,Inga hmm mästare.,3.4,1120.14
175,"Ja, jag säger det är 7 stycken utmanande av eller kanske bara en typ hmm hmm hmm.",14.49,1125.01
176,Hmm.,1.69,1140.67
177,Det är helt i dom. Jag tackar min spelare mig.,4.16,1143.07
178,Hmm.,0.99,1152.27
179,"You all of me back till, hmm?",5.15,1157.92
180,,0.26,1164.79
