,DisplayText,Duration,Offset
31,Hmm.,1.61,240.57
32,Ja.,0.31,243.24
33,Man sätter sig i den här delen av lägenheten. Ja.,3.95,246.17
34,Hmm hmm.,1.46,251.26
35,"Det finns lättare på, kanske en dusch. Ja.",5.17,253.6
36,Kakel innehåll på hmm bologna.,4.24,260.46
37,"Man har den här runt halsen deras hänge. Hmm. Guld är inte riktigt, men det tycker jag tänker. Ja, det kan vara att det kan vara guld eller silver eller brons. Ja och hmm ja oj, det var ju en god vara ett men vad är alternativet? Hmm?",26.94,268.18
38,"Om du springer lopp och så får du komma in på en bra för dig, gud, va?",5.19,296.62
39,Man köper hmm.,3.35,304.08
40,Till där.,0.69,307.79
41,Här köper medicin.,1.81,309.65
42,Och ta ut recept.,1.83,312.51
43,"Denna butik och hmm, läkare. Nej, nej, det finns.",6.51,318.13
44,Hmm läkare skriver ut andra sätt och man köper satt han på det här affären? Ja.,8.07,326.24
45,"Fågeln som en fågel som jagar möss. Jaha, den är lite känd för det kan bli så att vissa arter kan vrida på huvudet väldigt långt åt sidan när det är på natten. Ja, hmm.",13.63,336.69
46,"Det är en styckdetalj. Ja, man äter den. Det kommer från gris ja och det är bakdelen.",7.28,353.17
47,Man äter du oftast under jul? Hmm snart nej hmm polisen.,6.74,363.21
48,När man äter.,0.82,370.76
49,Det är kött.,0.93,373.8
50,En del skydda alla.,2.23,376.41
51,"Vi är ett litet djur, pratar vi inte sagt.",2.92,382.54
52,"Ja och bygger nätverk. Ja, men vad säger du?",6.64,388.97
53,Plus sa det.,0.96,397.52
54,"Den det de som bygger nät och former och det va inte hmm fifa, det där flyga och det är myror. Hmm, synd att jag.",13.7,401.02
55,Man tittar i den och se sig själv.,2.6,417.75
56,Tänk på vägen. Du kan ha en fika. Hmm nej vi har av dig själv hmm skön.,9.86,424.54
57,"Nej, den är glas och så är det sidor tillbaka sina. Hmm?",7.23,435.4
58,Ja.,0.49,442.68
59,Man klistrar på brev från kuvert på tyvärr.,4.62,445.56
60,Innan skickandet man tittar på avvägar.,3.48,452.35
61,Du betalar det du ska skicka brev där det stod att betala för det förut få vilket hmm frimärken. Hmm.,7.95,457.91
62,"Det är frun till kunden. Ja, ja.",4.52,468.21
63,En ja går till prinsessan? Ja.,3.38,474.28
64,Jag har en hmm i sverige hos vilja.,4.3,480.35
65,"Hmm kamerun aspuddens nej frun partner av kungen england, har en gammal sådär.",8.4,487.7
66,"Som har krona? Ja det ja, men man hade ett lära i det här objekten. Hmm det är född men den är ju den låga.",16.1,500.21
67,Hmm.,1.51,519.1
68,"Kallas för ja, det är upp till bostäder som du sa ja och det är en del av den första delen är inte långsam. Ja, det kan vara. Det finns många restauranger som säger så här om man vill ha nån jävla utan priset. Jaha, ja, den är onyttig eller sitta i alla fall.",28.37,522.42
69,Hmm snabbmat.,1.58,551.32
70,Ja.,0.6,553.83
71,"Det är första stjärntecken i högskolan. Hmm, ja.",6.74,556.57
72,"Vi pratade om det här förut. Det som händer när man sover, men om det är en obehörig p en morgon.",8.88,566.14
73,När man fyller 18 så kan man göra det här är ett val.,4.5,579.79
74,Ja.,0.95,584.99
75,Det är en del av demokratin.,1.48,587.81
76,Du får.,2.11,591.66
77,"Du får göra ett val, hmm, och alla för alla som har det här.",4.27,595.82
78,18 ja men du din butik kan vara men om ni om min grupp så här hmm och så ska hon bestämma någonting demokratiskt så har precis alla salu.,13.97,601.44
79,Rösträtt ja.,1.45,617.22
80,"Hmm, ett annat ord för gubbe?",3.83,620.45
81,Det kan också vara pappas bror.,2.91,626.59
82,Bror.,0.54,631.78
83,Den här personen som som är min pappas bror. Jaha.,3.9,635.61
84,Hmm.,1.5,641.7
85,Hmm.,1.5,643.81
86,Hmm.,1.49,645.78
87,Intervju utan en annan levande klass av varelser.,6.58,651.36
88,Hmm.,1.5,661.81
89,Hmm.,1.7,663.36
90,"Ja vi hade helt. Hmm ja det är rätt gotlänning. Ja, man lämnar efter sig är idag på marken.",14.99,665.11
91,Jaha om du ska se vad de har gått så kan ni följa dom här hmm varning.,5.85,681.36
92,Hmm om du ska hmm fotboll då?,5.0,688.83
93,Ja friidrottsgrenar.,1.28,696.06
94,Som går ut på att det lämnar märken jättemycket över en ribba.,6.72,699.81
95,Ibland är det 2 3 4 meters hmm.,4.59,708.49
96,"Vi är en en liten byggnad. Ja, hmm, liksom plats för de tjänster och så på den kallas för.",13.93,717.85
97,Hmm.,0.9,733.03
98,Ja just det ja.,2.38,736.75
99,"Kåta som har citerats. Ja, bitar det här.",5.36,741.68
100,"Ja, det är en för hårda sten och oftast får man insekter och andra spår av ledande billiga. Vi har ofta lunch byn och en kväll. Hmm barns är bra.",15.0,748.61
101,Om du ska komma in någonstans där man bara vill släppa in ha rätt personer så kan du behöva sälja eller uppge det här. Det är vanligt på internet och i datorer har något att skriva hem för att kombinera lösenord?,17.91,767.22
102,"Den man inte har till exempel B ja. Han sitter i det här och sen kan man. Hmm, hon.",8.5,788.31
103,Man sitter hmm rolls moda.,2.24,797.82
104,Ja nu är det inte växter utan det andra den andra stora gruppen levande vården se hmm.,9.34,803.41
105,"Det är inte heller, men det kan vara så här och sen så tar man in dom och domesticerade vara hemma. Ja jaha, vad står det? Ja.",11.97,812.92
106,"Det är, hmm.",2.66,827.64
107,Mitt första barns med barns och hmm ja det var det.,7.37,830.41
108,"Det här är ett rovdjur som hmm på det här sättet, det är norden. Allt ska också ja, det var ja.",9.74,840.32
109,Och det är viktigt.,1.86,850.88
110,Viltfärs.,0.93,854.03
111,Den var väldigt stora och jaga andra djur.,3.36,856.11
112,Ja.,0.73,860.13
113,Senare.,0.72,861.74
114,Hmm skönt.,1.61,864.11
115,"Hmm vi nej till landlevande. Hmm, det så gör jag.",6.69,865.82
116,N sorts konstruktion för att ta sig över till exempel höga vattendrag eller vägar. Hmm.,10.34,876.38
117,Ja.,0.47,886.77
118,"Det är en regel som säger att du måste ha uppnått. Ja, jag levat en tillräckligt länge för att få göra något. Ja, den här regeln kallas för en hmm under ja.",14.65,891.66
119,"Vinjettmusiken kan man säga också, jaha, det är om du började tv program du kan väl hmm ja just det.",10.64,909.97
120,"Det är huvudet i kyrkan eller det är en viktig person i kyrkan. Jaha hmm och har en hög att ja, oftast är det i guldfärg hmm disco hmm.",18.4,923.74
121,"De planerar semester så kan vi väl säga jag ska besöka den här platsen och den här platsen är klassen och den här platsen är dina jaha, det var nånting.",11.68,945.0
122,Storstaden.,0.85,959.09
123,"Hmm, vad är. Det är som att när man planerar är bergsmark jaha.",7.16,962.43
124,"Ja, det här är jenny verktyg för att tillverka är övertygade om att orm. Hmm dom tar mycket plats som dunkar. Man har en varm om att tjäna på sin nej, men det är relaterat fast. Hmm vänster ja.",21.17,971.61
125,"Hmm, om det är politiskt beslut som är väldigt viktigt, väldigt avgörande så kan man utlysa en sån här ja, men sverige ska gå med i eu till exempel. Ja så är man.",14.87,995.24
126,"Hmm, en tid när hela sverige göra det. Hmm folk om röst.",6.08,1014.02
127,Hmm.,0.81,1020.22
128,"Hej, det är någonting fantastiskt någonting som är nästan hmm. Någonting har hänt som nästan inte borde kunna hända och det är bra.",11.84,1023.2
129,Matthiasson i världen hmm.,3.84,1036.65
130,Hmm.,1.72,1042.99
131,Ja.,0.48,1044.76
132,"Hmm, det här är en del av. Det är små delar av hmm hmm vårat skall kroppen? Ja, det hjälper att att ja att ha syra i kroppen genom här.",17.64,1047.4
133,Hmm koldioxid.,1.73,1070.0
134,"Nej väskan flyg ja, det är hela tiden. Tack för att ni spelade mig tack.",9.36,1072.98
135,Vill säga.,0.65,1084.24
136,"Hej, det är kul.",1.06,1087.46
137,Hej.,0.46,1091.85
