,DisplayText,Duration,Offset
77,"Den sport hmm, som handlar med en pinne förut eller är det innan till att man bara? Hmm ja, det finns ju faktiskt.",9.68,636.08
78,"Den här spås, hmm?",2.75,648.29
79,Hmm hmm ha det bra hej ha ja visst är det.,6.66,652.65
80,"Hmm, alltså?",1.48,661.97
81,Om man till exempel blir förlamad så kanske man kommer att sitta igen? Det är kör mycket kan man säga för personer som har information du ha kan inte god mat och behöver lite hjälp. Precis rullstol för framgång.,19.62,663.5
82,Hmm ja hmm en viss typ av hmm det växer kan man säga hmm organiskt jaha ja och i en viss ja behållare hmm hmm.,18.41,685.99
83,Ja.,0.3,704.86
84,"Hmm, okej, det är jag men finner. Hmm.",4.67,707.94
85,Hmm.,1.5,714.86
86,Stor sån här stor och tog faktiskt när man dött och det står också när.,8.13,716.99
87,Fly så du står på din hmm gravsten.,6.18,726.73
88,Jaha.,0.62,733.88
89,Hmm musik.,1.52,737.31
90,"High, ja som låter rätt mycket är oftast rytmisk. Ja hmm slavar.",7.83,739.85
91,"Ja, hmm. Det är en grupp av tjur. Hmm.",7.48,750.66
92,"Man har ofta hemma hos sig till en kevin hund, så inte idiotiskt 4.",8.87,758.19
93,Ja test eller nåt sånt utan hmm hmm kaniner. Ja den lilla älskling skulle bara hmm husdjur.,10.58,768.65
94,Ja.,0.2,780.81
95,"Okej, vi pratar igenom familjen ja hmm och om min dator har en bror ja så höjs funktion i familjen när hennes titel hmm så.",16.72,782.51
96,"Nej sitt från mitt perspektiv, min pappa har en bror. Ja.",7.02,799.28
97,"Hmm. Syster, nej, det här är manlig. Ja.",5.32,810.07
98,"Okej, om det är möjligt för dig är är det så att det politiska livet så måste du ha ja.",11.96,819.56
99,Och man får när man du 18 år i sverige. Hmm.,7.1,833.96
100,"Det möjligheten du här, hmm röstning då exakt.",6.13,842.29
101,"Om det hade varit 2, 1, 4 för att ta sig över till exempel vatten eller en ravin eller någonting haha och den hmm använder rätt till exempel eller i fysisk som en mellan en maj? Ja ha.",21.18,851.63
102,"Okej, hmm, det är ju. Det handlar inte sina och per sida.",4.16,876.3
103,"Finns i ens hmm, bilder och artärer och flyter i kroppen. Det är hmm. Ja, det är ju det. Kan du inte ge sig ut dina egna ja hmm.",18.09,882.48
104,Ja ja.,1.51,902.0
105,"Vi pratades vid tidigare om ett musikaliskt instrument, hmm, och det här är då en person som spelare. Det är musikaliska instrumentet.",9.44,906.91
106,Hmm.,1.64,917.41
107,Okej? Hmm när?,2.44,923.58
108,"Gränser för grund av sin jaha. Hmm, tora och då.",5.87,926.74
109,"Hmm, till exempel i sverige finns det ett rum om det inte är tillåtet att dricka alkohol om man är unna honom.",12.74,935.26
110,Ja hejsan det väldigt bra beskrivet hmm.,5.94,952.43
111,Hmm.,1.6,958.58
112,Ja ja.,1.64,960.23
113,"Ja, det här är hmm objekt som man kan tillverka textil med jaha.",7.7,965.1
114,"De har men används ofta för hmm tidigare i sorgen undan när man hmm jo sina kläder själv. Hmm det är en männen tala om en maskin med samma in och tomatiserad. Sen blev det hända att ja, och det är för att göra själva textilier materialet inte för att göra själva.",29.45,974.65
115,Hmm vävstol.,1.51,1005.98
116,"Det är rune. Ja hmm, det är väl hmm. Det man kan göra olika saker. Till exempel gifter sig rösta hmm.",13.3,1011.33
117,Hur man bor där.,1.76,1026.28
118,Hmm.,1.59,1030.44
119,Livet ja.,1.06,1033.23
120,Det är hela tiden.,1.27,1036.36
121,Köp.,1.09,1042.07
122,Lägger man så vilken är då dax inbunden så vi startade kammare.,5.87,1048.58
