,DisplayText,Duration,Offset
43,"Hmm, en sak som hjälper man att se sig hälft.",7.49,308.31
44,Ja man kan se en reflektion och sig själv igen.,3.36,315.85
45,Hmm.,1.57,323.99
46,Hmm syn.,1.5,327.01
47,Det är en typ av glas.,2.53,329.29
48,Hmm spel.,1.56,332.74
49,"Hmm, glass är där man kan köpa mycket läkemedel. Ja.",7.42,339.71
50,"N affärer när man köper läkemedel. Hmm, nätet.",4.33,349.78
51,Hmm ja.,3.06,356.0
52,Hmm.,0.41,364.65
53,Många av dom haha.,2.23,369.96
54,Mjuka.,1.4,374.03
55,Kan hmm.,3.45,378.2
56,Järn ja.,1.73,382.06
57,,2.03,388.95
58,Ja och hmm berg.,4.41,392.21
59,"Den kan vara liten, det är oftast ganska liten och hmm hmm.",7.83,399.42
60,,3.69,409.21
61,Hmm.,1.24,413.83
62,Nånting du går till om du behöver tvätta händerna eller gå på toaletten. Hmm. Barn.,7.73,422.36
63,Hmm.,1.27,434.76
64,Hmm sen nanna som kan? Hmm ja det skulle man ska ändå hemmason. Hmm.,12.98,440.7
65,Ja språket.,1.23,453.73
66,Djur som finns uppe i arktis och antarktis.,5.26,461.0
67,Hmm.,1.52,469.53
68,Hmm sjöblom? Hmm björn ja.,4.1,471.1
69,Hmm.,1.52,481.21
70,Hmm. När man använda en stor aha.,6.89,483.55
71,Hmm så.,1.48,494.15
72,"Man hoppar upp högt över. Ja, hmm, ett hinder.",8.08,499.62
73,Hmm.,1.56,509.25
74,"Hmm. När man sover, ja man ser ja och ska hända sen.",10.4,517.4
75,Hmm morgon.,1.72,529.68
76,Hmm.,1.24,539.13
77,"Ja, det är inte alla dagar. Ja.",5.7,544.09
78,Hmm mot hmm bords.,4.29,553.14
79,Mat som hmm. Det går framåt.,3.45,559.52
80,Hmm ja.,2.06,567.73
81,Hmm.,1.51,573.93
82,Jaha.,0.62,578.45
83,Hmm kan växa ha typ som en blomma.,6.14,582.45
84,Fast utan blommor.,1.04,592.5
85,Ja.,0.64,595.46
86,Hmm.,1.66,598.34
87,Hmm.,0.04,600.05
88,Hmm.,1.24,600.14
89,Ja hmm.,3.77,604.91
90,Min pappas syskon.,3.15,610.91
91,Ja.,0.81,615.65
92,Hmm.,1.74,618.52
93,Hmm sättningar hmm nya syster hmm.,6.64,620.31
94,Ja.,0.77,627.04
95,"Ja, jag har om jag har en sådan och hmm.",8.36,632.68
96,,2.35,643.49
97,Ja.,0.54,646.29
98,Hmm om dom unga.,2.35,653.16
99,När man går ute i snön så kan man se sina hmm.,9.18,660.98
100,Hmm.,1.5,673.19
101,Detta är en typ av ja.,4.03,681.64
102,Hmm.,1.51,687.64
103,Hmm.,1.58,689.2
104,"Hmm, jag har råd. Ja.",2.51,691.01
105,Hmm.,0.85,700.12
106,Hmm någonting man har på en dator för att komma in i den ja.,8.16,703.17
107,"Hmm, datorn. Det är en kombination av symboler, samma siffror och hmm lösenord.",9.72,715.2
108,Hmm nej man kan inte hmm jaha.,4.82,729.96
109,"Gå man måste använda hmm är utrustning, hmm.",10.17,737.88
110,Hmm rullstol.,1.48,748.1
111,Jaha.,0.56,751.87
112,Hmm hmm ja det kan vara en hund eller en katt eller en fågel som har jaha.,9.88,761.34
113,Hmm ja hemma.,4.36,773.49
114,Hmm channel hmm.,3.45,780.24
115,Hmm husdjur ja.,1.78,785.2
116,Det här är ett stjärntecken.,2.36,793.62
117,Varför?,0.79,798.97
118,December januari hmm sten bok.,3.98,801.75
119,Ja toppen om kyrkan till.,4.54,814.33
120,Ja.,0.51,820.49
121,Hmm berget hmm katedralen? Hmm.,5.74,824.18
122,Toppen och det är ju hmm. 21 ja.,4.74,831.73
123,Hmm hmm.,2.7,841.1
124,Jaha.,0.59,847.16
125,Hmm hmm.,4.2,849.78
126,"Hmm, då kejsaren? Hmm?",3.67,855.27
127,Hmm pastorn.,1.54,858.99
128,Hmm.,0.77,860.58
129,Hmm disco.,1.36,863.91
130,Hmm.,0.43,872.85
131,Om det är en person som spelar specifik skön musik när man ja slår voice.,9.48,878.7
132,Hmm.,1.44,890.28
133,Hmm.,1.49,892.31
134,Hmm.,0.81,894.65
135,Ja.,0.56,897.15
136,"Hmm, i vatten mellan 2 öar så måste man ha någonting som går över för att man ska kunna gå över det. Hmm.",10.23,904.77
137,Om.,0.49,923.73
138,"Hmm, det är en arkitektur avhjälpt, hmm, som baken.",9.46,928.08
139,Hmm.,1.55,939.45
140,Hmm ungefär.,1.4,942.29
141,"Om man ska göra, hmm?",3.17,949.2
142,Göra hmm en duk eller en matta så använder man det här fältet symaskin.,10.61,953.0
143,"Hmm, verkstad.",1.42,966.34
144,Hmm.,0.56,974.52
145,I kroppen finns det lugnt och blodet har.,4.21,982.25
146,Jaha.,0.66,987.62
147,Det handlar om substans som finns. Hmm. Carl kroppar.,4.94,992.3
148,Hej hmm.,1.49,1004.25
149,"Hmm, ja, det är dags.",2.66,1009.11
150,Ja,1.11,1016.1
151,Hmm.,1.49,1020.24
152,"Hmm, det är hela tiden.",2.56,1022.75
153,Spelade tack tack själv.,2.84,1027.18
154,If.,0.6,1040.63
155,"Få en påminnelse. Ja, allting banker visst ord.",5.88,1044.41
