,DisplayText,Duration,Offset
116,"Det är inte lägenhet. Hmm, utan hmm, jag brukar ofta förekomma i långa längor. Hmm ja hus.",8.31,955.14
117,"Hmm, ja, det här är ett det brukar vara kalla om man ska man ska åka någonstans själva slutmålet som man då skall till brukar ofta benämnas.",10.6,967.65
118,Så ja.,2.54,979.04
119,Om du ska göra matta till exempel och sätter man säger så här rent är en gammal sak som vi använder som du kan väva i hmm.,13.65,985.36
120,Och hmm.,2.57,999.06
121,Hmm.,0.27,1001.68
122,"Nej den lite eller risk om man använder garn? Ja, att man är mycket garn till och med. Ja stor ja.",10.39,1003.58
123,"Ja, det här är nånting. Man säger att det finns 7 stycken i världen, det är speciella platser eller eller symboler? Hmm.",11.05,1019.21
124,"Nej, det är, hmm, man säga att det är nånting fantastiskt som har skapats kan man säga och det finns 7 stycken. Det finns mycket annat också, men det får man brukar tala om de 7 stora. Hmm ja.",16.28,1032.27
125,"Hmm, ja, det här är någonting som du har hmm, först och främst, det finns en väska som du har i kroppen hmm som pumpas runt från hjärtat och sånt hmm sy i hmm hmm ja.",20.04,1054.11
126,"Första kursen? Jo, ja, det gjorde att jag blev arg på dig. Ja, det här är en.",7.9,1076.91
127,"Hmm, till exempel om man har ett teveprogram så är ofta en speciell melodi, kanske som inleder programmet och det brukar kallas så här hmm.",11.69,1084.86
128,"Hmm, hade speciell sorts låt kan man säga den, men den förknippad med hmm sina team? Ja det är rätt.",9.6,1096.62
129,"Ja vi pratade förut om rätten att rösta. Hmm, det här gör man i en sorts ja som hmm.",11.43,1111.43
130,Där alla människor och hmm.,4.47,1122.92
131,Ja man kan se om du får din. Det gäller högertrafiken så gjorde man en sådan hmm folkomröstning ja.,7.73,1128.6
132,Det är hela tiden.,1.27,1137.99
133,"Spelare när jag tycker du är duktig, du klarar allting.",4.38,1141.15
134,"Förfråga folkomröstningen och vilken sida när det var vann dock bytas. Nej, nej, tvärtom är det så att man ville få en första?",10.07,1147.61
135,Sissy kändes så f år tack. Hej då.,5.93,1161.97
