,DisplayText,Duration,Offset
101,Djur som bor bland stenar ja i fjällen som har horn.,8.97,742.52
102,Det är också ett stjärntecken. Ja.,4.56,754.21
103,Hmm får hmm syn på.,3.67,761.83
104,Ja.,0.75,768.06
105,Uttagets kontor? Och ja.,3.94,772.72
106,"När du logga in i ditt konto ha massa. Hmm, lösenord.",8.66,778.94
107,Ett stort vitt djur som bor på norra delen av jordklotet.,4.5,792.63
108,,2.15,798.06
109,En friidrott jaha där man hoppar högt.,5.19,808.1
110,Ja.,0.7,814.52
111,Hmm hej på ja.,3.97,818.89
112,Kvinnor fick det här på 1920 talet i sverige.,5.38,830.19
113,"Idag har alla medborgare det här. Hmm, rösta det.",5.94,838.72
114,Om man kan inte se på show man tittar på.,4.59,854.35
115,"Sitter i den här med hjul som rullar man fram. Hmm, rullstol.",7.76,864.98
116,"När man dör sätter släktingar upp ja, det här vid graven.",5.98,876.5
117,"Med namn och datum, oftast ja, på en kyrkogård.",6.18,886.31
118,Hmm kram.,1.56,893.79
119,Hmm toan.,1.72,896.4
120,Vid graven hmm ja sten ja.,6.06,901.11
121,Flera hus som sitter ihop.,2.25,913.1
122,Hmm ja hus.,2.04,916.92
123,Manson spela rum ja.,4.29,928.57
124,Hmm hej.,1.46,935.92
125,Kloka ord som slår på musik instrumentet med en pinne. Ja.,6.99,941.66
126,"Hmm, musiker.",1.49,951.95
127,Hmm.,1.5,954.27
128,Den plats dit man åker på semester. Ja.,5.4,959.66
129,Hmm storstan.,1.53,975.97
130,Det är diskutera bolagets målet kommissionen.,3.57,981.63
131,"En sång som hör till en speciell ett speciellt program. Hmm, signatur.",7.58,993.34
132,Jag finns i lager? Ja.,3.33,1009.71
133,Rund hmm.,3.57,1015.01
134,Ja.,0.59,1019.79
135,Hmm musslorna i blodet.,3.73,1023.95
136,"Några celler i blodet? Ja, det finns vita också. Hmm, kroppar.",8.68,1031.77
137,Ledaren av en katolsk kyrka? Ja.,4.28,1047.82
138,"Och även protestantisk, tror jag.",2.82,1055.49
139,Jaha har en stor huvudbonad. Hmm vi skott.,5.47,1060.43
140,Ja.,0.76,1067.54
141,Ja.,0.58,1074.7
142,Hmm.,1.51,1078.95
143,Ja olsson ens jaha.,3.46,1081.53
144,Hmm.,1.49,1088.04
145,"Jaha man åker där överlåter en flod över vatten. Hmm, turn över.",10.48,1090.56
146,"Hmm hej, det är hela tiden idag. Tack för att ni spelar in.",6.36,1104.04
147,Om.,0.53,1119.57
148,"Test i bergmark hmm. Vilken golvvärmeslingorna? Susanne svensson us, hmm. Bil tänker så.",12.96,1125.36
