,DisplayText,Duration,Offset
42,Hmm.,1.91,303.9
43,Hmm.,1.93,305.86
44,Ja.,0.66,310.66
45,En bit fläsk som man äter vi julafton.,4.22,314.18
46,Jaha.,0.75,319.42
47,Kan också vara ett pålägg på macka.,1.84,322.03
48,Hmm skydda ja.,2.57,325.08
49,"Ja känner igen då. Nej, det är ju små vanilj kakor.",6.02,331.24
50,Hmm ja.,2.41,342.65
51,Hmm.,1.5,348.31
52,Hmm.,1.51,351.25
53,"Hmm, om bedömning för dom som är det med. Ja.",7.93,353.61
54,I skolen i skolan hmm omdömen hmm typ hmm.,7.62,364.0
55,Ja hmm.,3.1,374.72
56,"Döda människor som går igen dyker upp på natten. Hmm, dröm.",6.2,379.67
57,Nej hmm spöke.,3.44,387.85
58,Ja.,0.73,393.29
59,"Om du kommer först i en tävling, så får du det här. Ja.",4.51,395.89
60,Om du vinner.,0.84,404.84
61,Hmm.,1.49,410.71
62,Hmm hmm det var snabbast deltävling. Hmm guldmedalj.,6.48,415.19
63,Ja hmm.,3.04,424.69
64,"Det har hmm, född dagen. Hmm för att kunna flyga hmm.",11.36,429.1
65,Ja.,0.74,441.35
66,Jaha. Hmm.,2.54,444.04
67,"Hmm, den enda fågel som kan flyga helt utan gud.",4.0,448.44
68,Hmm fåglar.,1.66,454.92
69,En speciell fågel som är ett rovdjur som kan flyga knäpptyst.,5.3,458.57
70,Hmm ja.,2.23,465.27
71,"Hmm, det behöver man när man vill skicka brev.",6.84,471.09
72,Hmm såna nej hmm man betalar portot för ett brev hmm frimärke.,10.04,483.73
73,Ja.,0.7,496.81
74,Det är.,1.08,501.01
75,"Ja hmm, från ja ja, hmm ja från speyer en hmm gradera.",12.32,505.76
76,Hmm.,1.5,522.49
77,"Jaha, det är en bild på djur som lever i antarctica i snö.",9.78,529.02
78,"Hmm sjöblom. Nej, det vill den är det största. Hmm, den?",8.75,539.82
79,Hmm.,1.58,549.91
80,Hmm ja.,2.08,551.55
81,Ja.,0.72,555.24
82,Ett djur som man har som sällskap hemma.,2.31,561.52
83,Hmm.,1.59,564.93
84,Fler generellt.,1.4,568.12
85,Vad är en kanin om man har en ände?,2.8,573.96
86,"Ja, det är liksom katten under ja, hmm hmm, ett djur som är del av familjen.",13.23,578.31
87,Hmm husdjur.,1.49,597.82
88,,0.78,599.34
89,"Ja, det här använder människor som inte kan, hmm.",8.14,604.43
90,Hmm.,0.96,613.63
91,Hmm kryckor.,1.68,616.79
92,Man sitter med i den.,1.33,619.76
93,Hmm.,1.59,622.62
94,Ja man hmm hmm om man har brutit benet. Kan man använda den ett tag?,7.31,625.55
95,Ja.,0.5,634.37
96,Man hmm.,2.2,637.47
97,Ja.,0.63,639.72
98,Ja.,0.73,642.05
99,Det är.,1.83,648.68
100,Ja det hmm.,4.49,652.23
101,"Ja, det behöver man när man en hmm sports göra en olympisk oss och man man ska springa.",12.61,656.77
102,Hmm hej då.,1.66,670.35
103,Ja.,0.76,673.15
104,Även blomma som man ställer i fönstret. Ja.,3.7,677.61
105,Hmm jo ja.,2.91,683.11
106,"Märken är rätt, ja, och så en mer möjlighet än blommor. Hmm, den här gången berg skulle grund.",11.35,688.28
107,Alla växter som man har hemma.,1.78,701.22
108,Hmm typ.,1.49,706.63
109,Ja.,0.73,709.21
110,Ja.,0.68,713.85
111,Man ställer en sån här på en begravningsplats och skriver namn och datum på den. Ja.,7.1,716.46
112,Hmm.,1.49,726.84
113,Ja hmm.,3.04,728.38
114,Hmm ja sidan ja.,2.63,734.71
115,Ja hmm stillman koda.,3.84,741.95
116,Ja.,0.8,748.08
117,Hmm barnsley.,1.64,751.91
118,Ja.,0.84,754.96
119,Hmm.,1.38,758.87
120,Hmm vill åka team det är en hmm.,5.72,763.85
121,"Ja rättighet, ja.",3.68,769.62
122,För att alla ska representera. Hmm?,4.83,775.12
123,"N rätt att fylla in. Hmm, rösträtt.",4.17,782.6
124,Ja.,0.6,790.99
125,Hmm.,0.22,794.75
126,Alla visa på kartan team.,2.06,800.73
127,Hmm.,0.49,805.05
128,Hmm nej hmm i mig.,3.84,807.93
129,Ja.,0.6,813.36
130,Vi har en problem du inte hjälpa alla.,3.51,816.55
131,Jönsson.,0.83,822.14
132,"Vad är det söndag? Det värdet okej? Jaha, okej?",6.18,825.61
133,"Hmm, det är en skapet snälla barn. Hmm, kan hmm.",7.06,833.97
134,Ja hmm ligga strumpor och andra tider ja.,9.7,841.46
135,Du kan hänga in din kostym ja eller det är inte gotlänningarna lite råd jag blir.,10.39,855.36
136,Ja.,0.65,868.48
137,Olika rytmiska instrument.,2.47,872.53
138,Ja.,0.82,876.69
139,,2.52,880.92
140,Ja.,0.67,885.07
141,Hmm.,1.71,887.8
142,Men närmare hmm åka i snö.,5.59,889.76
143,Den finns det lugna barn?,4.4,896.72
144,Hmm fotspår nej.,2.88,905.63
145,Jaha.,0.68,909.43
146,Ja.,0.67,912.52
147,"Ja den är okej. Hmm, man använder en sån här för att göra tyg.",7.78,918.77
148,Hmm symaskin.,2.03,928.6
149,"Nej, du har tråkigt och så sätter du ihop den till tyg.",4.59,932.49
150,Hmm vävstol.,1.66,938.06
151,Ja.,0.71,943.17
152,Ja.,0.32,948.82
153,En person som spelar slagverk. Är det så här?,4.04,951.51
154,Hmm musiker hmm dom svagare ja.,5.23,956.97
155,Jaha.,0.66,966.48
156,Om regeringen undrar vad folket tycker om nånting så gör du en sån här. Hmm.,8.62,970.48
157,Hmm.,1.5,985.85
158,"Mötet för hmm, ok?",3.6,988.76
159,,2.05,993.82
160,Ja.,0.59,996.88
161,Över sjö.,1.76,1002.27
162,Ja.,0.71,1007.8
163,Hmm tunneln.,1.64,1012.02
164,Det går över vattnet.,1.55,1015.96
165,Hmm.,1.6,1019.29
166,"Ja, det är en vidare i toriska. Ja, me on.",7.49,1025.06
167,Hmm.,1.38,1035.07
168,Hmm.,1.5,1037.18
169,Ja.,0.57,1040.69
170,Jaha.,0.56,1043.39
171,Hmm.,1.12,1046.96
172,Det är för att skydda unga personer från nåt farligt.,4.06,1050.33
173,Hmm åldern hmm. Begränsning.,4.04,1057.28
174,Hmm underskreds jaha.,3.74,1062.53
175,Hmm.,0.7,1072.02
176,"Hmm, det är ja hmm kort musikstycke som spelas i början av ett program.",7.71,1075.68
177,Hmm filma.,1.48,1088.08
178,Det är för att man ska känna igen att det är just det programmet.,3.01,1093.33
179,Jaha.,0.65,1097.8
180,Hmm musiken hmm hmm signatur ja det är hela tiden. Ja nej tack för att ni spelar med dig.,10.34,1102.08
181,"Vi tycker är majs, men vilken går verkligen, säger man på kvistar i.",5.47,1119.56
