,DisplayText,Duration,Offset
44,Enligt pappa för att skicka ett brev. Ja.,3.5,358.77
45,Det är nånting jag sätter på kuvert.,2.72,364.69
46,Hmm.,1.53,368.57
47,Hmm frimärken ja jaha.,4.04,370.93
48,"Vi kan se på dig själv i dig och det hänger till exempel badrummet. Hmm skön. Nej, du kan se dig själv så hmm fönster hmm färg hmm.",18.4,377.46
49,"Ja, det här är någonting man äter som hmm man kan ha på mackan och vi kommer från grisen.",6.58,398.14
50,Hmm.,1.49,407.61
51,Man har det i skivor på mackan. Hmm skiva ja.,4.86,409.15
52,"Hmm. När man sova så tänker man inte riktigt, men det finns buddha i huvudet, hmm, citron gången jag tror eller tycker det är så nära är en typ av kakas ja okej hmm ja hmm.",21.81,420.35
53,"Hmm, är, hmm nånting i stället för päls som fåglar har? Hmm nej hmm ja ja ja.",13.01,445.76
54,Det är ljus som är kunna tin och det är en fågel som är oklart.,6.75,460.47
55,Ja vi är os hmm green där man ska ja han springer och så tar man sig över en ribba.,10.77,468.69
56,Hmm så.,1.49,483.68
57,Hmm hej på ja.,2.1,486.56
58,"Hmm, med till exempel gå i snön så kan man se dina företag när du har riktigt långt.",5.9,491.58
59,Hmm.,1.33,502.91
60,"Nästan man sina? Hmm, ja, det är så länge. Det är inte bara det första året som vi sa, hmm.",11.82,504.81
61,"Oj, det här är ett djur som bor i hmm och klippor i bergen oftast hmm ser ut som en get.",8.16,518.8
62,Hmm sten bok ja.,2.65,528.23
63,,2.57,535.98
64,Platsen där hmm man kan gå om man har en bröllop till exempel på det här är själva toppen av den byggnaden som är spira ute på en byggnad. Hmm 21 ja jaha.,13.47,539.44
65,Hmm kul var det hmm hmm.,4.85,557.28
66,Alltså det finns diamanter exempel eller hmm?,4.76,563.03
67,Ja.,0.51,568.36
68,"Hmm, ja, det här är någonting du har hemma i fönstret, kanske som är en istället för en blomma. Det här är bara grön, hmm trädgården? Nej, den står i fönstret på fönsterbrädan.",17.9,572.62
69,"Din en blomma, men det är grön.",2.15,592.7
70,"Hmm, den här kommer. Hmm hmm.",6.17,595.89
71,Det finns också det som en buske fast du har satt den i en hmm.,7.8,602.89
72,Ja.,0.72,611.12
73,"Hmm, vi kan till exempel gå till en äkta dom ut eller att max och köpa dig, så det är inte som etik och det kan vara halvera eller att på min.",8.68,615.35
74,Hmm snabbmat.,1.95,624.85
75,Om man ska logga in nånstans så anger man ett användarnamn och så måste man också ange det här.,5.56,630.09
76,Hmm lös.,1.49,640.28
77,Ja.,0.53,642.85
78,Kvar i det här skåpet? Ja.,3.2,647.47
79,"Det är ett slags kap, men fördelarna skor eller dina jackor. Hmm. Eller råd.",8.46,654.41
80,Ja.,0.39,664.34
81,"Oj, hmm, det här är nånting, alla en medborgare ha och då kan man gå om det till exempel är barn. Ja, sovit, gör man det här och så går man till en lokal jaha och ange vad man tycker är viss fråga, hmm lösning.",17.57,667.03
82,Hmm men the så går du? Hmm det finns på 20 åren ja.,6.98,687.9
83,"Martin, det står ditt namn och när du var fötter och är ju här. Hmm, ja, sen.",7.09,697.38
84,Hmm.,1.49,707.98
85,,2.07,709.92
86,Vi är ett namn för olika typer av något speciellt instrument. Ja som man slår på. Hmm.,9.07,712.74
87,Ja.,0.62,723.84
88,Hmm.,0.77,727.92
89,Första hmm.,4.63,734.74
90,Ja om.,2.46,739.42
91,"Min mamma, är det något slags släkt som man har som jag har mamma och sen får man med mamman ja nånting och sen få det händer nåt sånt här så det är svårt. Hmm ja hmm när man så väl så hmm om man sover och det är väldigt läskigt så kan man ha haft en sån här ja.",27.93,745.55
92,Hmm.,1.5,776.95
93,Hmm morgon ja.,2.22,779.01
94,Arbetet kommer gå längre så sätter du en antecknats nånting och så är det här chords kan ja.,8.42,783.84
95,Det är ofta äldre människor? Ja.,3.52,794.63
96,Hmm flickor.,1.87,801.02
97,"Det är som att sitta i och sen kan man gå ut fiction, hmm?",7.29,803.84
98,Hmm ros.,1.61,811.64
99,"Hmm, det är ett uttryck för en en gubbe eller en äldre man. Jaha hmm. Det kan också vara så att det är hmm.",14.55,816.2
100,Min pappas syskon. Hmm från ja.,4.83,831.68
101,Ja.,0.69,839.08
102,"Den här, hmm, det är ett hmm, vilket kanske man kan säga, men man har ett instrument och det här är den personen som slår på det här instrumentet med 2 timmar. Hmm ja.",16.22,845.65
103,"Det är nåt slags musik som man hör och då vill man ju gärna variera till exempel på en TV. Hmm, signatur med.",10.67,866.56
104,Hmm om man hmm handlar vissa saker så hmm måste man vara till gammal och då hmm.,10.08,880.63
105,"Hej, det är någonting som finns i vattnet så att bilarna kan gå över i.",4.49,897.56
106,Där man ska ta. Men det var vackert. Hmm.,5.92,903.55
107,"Jaha, det är ju ett hmm bo hmm när man bor nära sina grannar och dom sitter ihop hmm badhus ja.",13.6,910.12
108,Om du tjallar informing vad dom tycker så gör man någonting så att människor presenterat lokal och sen hmm.,11.28,927.39
109,Hmm beslutet. Hmm folkomröstning.,4.53,940.46
110,Ja oj.,2.32,947.32
111,"Hmm, det här är en person inom kyrkan. Hmm, ja.",8.95,950.8
112,Hmm.,1.5,966.02
113,Hmm.,1.0,967.58
114,Ja saker som man har i kroppen.,2.94,975.72
115,Ja.,0.66,979.57
116,Finns i röda inuti.,4.57,982.23
117,Ja okej.,1.33,987.7
118,"Hmm, det finns vita så här också. Hmm, ja, och det är inte den vita, utan då är det lång den andra färgen, ja.",10.93,991.25
119,Samma färg som hjärtan kanske har ju fan.,4.56,1005.26
120,"Hmm, det finns historiska byggnader och sevärdheter i världen hmm kanal där det är hela tiden.",9.76,1014.37
121,Spelare mig.,0.98,1025.96
122,Ja.,0.32,1041.79
123,Sunnanvik igår berättade rumpor visa dig en gång så spinner skydda fryser.,6.12,1045.14
