,DisplayText,Duration,Offset
27,"Hmm. När du skapar ljus för regnet bara bröst, men det här är lyser upp hela himlen och låter det mycket. Ja.",9.17,335.34
28,Hmm.,1.6,347.84
29,Ja ja.,1.97,350.07
30,Hmm om du har ett brev som du skickar till en kompis och så vill dom med posten då behöver du sätta på nånting på bred för att posten ska ta emot det här. Ja.,10.91,354.62
31,April.,0.32,367.6
32,Hmm adress hmm son.,3.6,369.26
33,"Hmm, det är som ett.",1.7,374.24
34,"Hmm, liten bild vi höra med namn är ju liksom en klisterlapp som vi satte dit som kostar en viss bestämd sunda summa.",10.64,377.6
35,Och det är en summa för att du ska kunna skicka brevet. Det är liksom en liten bit.,4.33,390.4
36,Hmm frimärken ja.,2.59,399.85
37,"Det här är en affär, hmm där du kan hämta ut läkemedel av olika slag på recept eller receptfria. Hmm.",9.68,405.94
38,"Visa alla fall med just specifikt läkemedel, men det finns också ett plåster hostmedicin, tandborstar regering med hmm fysisk.",12.89,418.05
39,Ja.,0.68,431.57
40,Det här är ett föremål som du tittar på dig själv genom. Ja.,7.1,436.28
41,"Du kan hänga på väggen och så är det väldigt vanligt att man har ett badrum så går det upp. Hmm, men det är smält sand. Hmm kurs. Nej, det är smärtsamt som skapar en reflektion som reflekterar ditt utseende när du kommer på det. Hmm som är ja.",21.72,444.2
42,Hmm.,1.6,467.62
43,"Gammaldags form av regent över land, så det är frun till kungen. Hmm, ja.",9.04,469.83
44,Hmm.,1.5,482.07
45,"Kvinnor fick det här nittonhundratjugoett i sverige. Hmm, och det är.",6.36,485.2
46,"Jag kör pengar? Hmm, inte lätt nej, och det handlar om att man ska kunna få bestämma tillsammans, till exempel vilket vilket parti som ska vara i landet. Hmm.",13.64,492.81
47,Ja.,0.57,506.92
48,"Hmm, det är väldigt stort hjul som är en podd utlysning för dom bor. Hmm, här är lite samma region. Det är stor och vit sak som äter sällan.",13.45,509.19
49,Hmm.,1.51,526.91
50,Hmm.,1.58,528.47
51,Ja.,0.54,530.26
52,"Det här är ett hjälpmedel. Om du till exempel av dina bin, så är det här inte hjälpmedel på djur som kommer hjälpa dig att ta dig framåt så mysigt. Ja.",14.51,534.08
53,"Det är motsvarande vi sitter i nu. Hmm, fast denna stora hjul på sig så att man kan transportera sig hmm rullstol ja.",9.33,550.37
54,"Det här är ett förvaringsutrymme. Ja, precis många har i sina sovrum.",4.64,562.16
55,Du kan stoppa dina kläder.,1.32,567.57
56,Ja.,0.6,570.04
57,"Hmm, finns galler så vi kan hänga i natt och tar order. Du kan skapa dina t shirtar och byxor och allt möjligt och du får vara det här. Ja.",9.56,572.34
58,"Hmm, möbler och en del råd? Ja.",4.72,584.97
59,Det här är ja en kemisk. Hmm?,5.31,594.78
60,Hmm ja hmm.,3.06,600.86
61,"Ja, jag tyckte det var lite pyssel.",2.31,603.98
62,"Ja, det är en släkting så och min pappa har ett manligt syskon, så kallade jag den här. Ja.",9.73,609.11
63,"Ja, det här är kan man väl säga ett prydnadsföremål inomhus eller utomhus? Hmm?",8.3,622.21
64,Ja pfalz ja.,2.4,632.08
65,"Ja ja, om jag har fått avkomma som i sin tur har fått av komma så kallar jag den här dubbla av honom för det här ordet.",10.29,636.47
66,Hmm.,1.58,648.22
67,Jaha.,0.66,650.85
68,"Hmm, det här på en religiös byggnad. Det är den största religionen i sverige och på den här bilden så finns det som en ursäkt.",11.36,655.05
69,"Sid, du ska kunna bygga dina honom. Ja, en del av en katedral, så du kan tänka dig att du har ett hus och sen så är det någonting som sticker upp från det här specifika religiösa huset. Hmm hmm hur de format som en kon.",20.14,667.98
70,Ja.,0.34,689.21
71,Hmm så det sticker upp så du har ett vanligt hmm byggnad så när det sköts från en specifik religion sen så sticker det upp en byggnad från den byggnaden som sticker upp högre än 21 jag ja.,15.68,692.47
72,"Hmm, det här kan det här ska säga kärlek? Ja.",6.79,710.31
73,Ditt stjärntecken som är i januari.,3.92,718.54
74,Hmm.,1.14,724.59
75,Hmm oj.,1.62,727.07
76,Hitta en tid som ett djur och svalka. Precis ja.,6.54,729.91
77,"Hmm, ja, det här du du äter ju föda har blivit onyttig grupp av föda typ hamburgare sa kommer och sånt.",11.19,738.45
78,Jaha det kanske går i hmm mat ja specifik sorts mat.,6.25,750.5
79,Hmm hmm så fort ja hmm snart.,5.19,759.31
80,Hmm ja.,1.84,764.95
81,Det här händer på natten och. Hmm?,6.04,770.21
82,"Tjena du sover och då blir det lite rädd för det här. Det är obehaglig, uppger hmm. Morgon, ja.",6.93,776.3
83,"Om när du dör precis, så får du en tavlan ditt namn, ulf kyrkogård.",11.47,786.58
84,Hur många här på kyrkogården? Hmm ja sen ja.,4.83,800.38
85,"Hmm. Om du har gått någonstans, till exempel i snön så lämnar dina fötter märken efter sig. Hmm ja, men specifik från det som motsatsen till händer på min kropp.",13.72,807.02
86,Till dom som lämnar dom här märkena hmm fotboll.,4.96,822.49
87,"Ja, det finns ju olika varelser ibland så tycker folk om att ta varelser i sina hem till katter och hundar och ta med den här varelsen är något särskilt.",12.83,831.58
88,Hmm hmm. Vad kan ni sorts allra här? Samma som katter också en sorts. Hmm ja.,9.54,845.3
89,Hmm.,1.6,858.09
90,Ja specifik husdjur ja.,2.63,860.14
91,Ja när man är en viss ja är tid i livet. Hmm hmm så har man en gräns ja nej sa hmm så har man hmm ja.,14.61,865.15
92,"Nivå på sin produkt på facebookdela ja du, det är vissa nivåer som du når upp och sen när du når den nivån så får du göra nånting, till exempel dricka alkohol ja under ja ja.",15.05,881.52
93,"Hmm, det här är ett hmm verktyg som du kan använda för att göra olika tygskåpet så att du kan använda den här grejen för att göra till exempel en trasmatta. Hmm.",16.36,898.57
94,Hmm.,1.52,915.7
95,Ja.,0.75,917.64
96,"Hmm, du kan bo i så där, så det är inte en lägenhet, men det är en annan variant av ditt hem som du bor. Flera stycken bredvid varandra, säger villor med ja, precis.",15.4,920.85
97,Villor som sitter ihop med varandra bredvid varandra.,2.86,937.53
98,Ja.,0.82,940.97
99,Hmm hus.,1.6,945.1
100,"Ja, det är väl redan hus?",2.65,946.75
101,"Hmm, i våra kroppar så finns det något flytande vätska i alla mänskliga kroppar och det här är en komponent i den väskan. Ja.",11.76,951.4
102,"Hmm, musklerna och det flytande blodkroppar.",4.36,966.17
103,Hmm delikat ledare hmm vi kan ju säga gjorde faktiskt ja klipp kristen precis hmm stilrenare.,9.59,974.13
104,Hmm kram hmm kungen var krister hmm mysko an.,7.86,985.21
105,"Ja, om du vill besöka ett annat land och så handlar om det här landet för hmm åker dit det är destinationen när du åker någonstans.",12.1,996.5
106,"Jag ska till hmm. Storström, ja, alltså om jag ska till helsingfors i finland så är det visst en storstad inom citationstecken. Men det är också min destination slash ditt? Hmm.",15.26,1010.45
107,Hmm hmm resmål ja.,4.43,1030.22
108,Ja hmm.,2.75,1038.85
109,"Tittar på en serie brukar det vara en låt i början som är specifik för bara den serien som man hör dem som vet vilken serie vi kommer ifrån. Vad kallas den låten? Ja, det är alltid samma låt på samma sorts serie och sen är det en annan serie som är helt ny låt. Men det är samma för varje avsnitt inom den serien.",26.21,1042.54
110,Det är hela tiden tack för att ni spelade in.,4.06,1072.65
111,S.,0.44,1082.86
112,Första match han mycket bra vax i sömnen och visst.,6.09,1085.97
