,DisplayText,Duration,Offset
88,"Kan man ja hänga kläder eller ja, man brukar ju inga kläder där inne är det. Hmm, är råd? Ja det är.",14.78,623.93
89,Det här är någonting som bildas när jag går i snön. Hmm.,6.87,640.85
90,"Ja är särskild slags spår. Ja, det är spår som bildas när jag går mina skor i snön. Ja.",10.75,647.78
91,"Vad är det för slags spår? Hmm, barn.",3.76,659.85
92,"Det är ju inte det i sin tur som passar om djur, utan man ser att det är människor som har gått där. Vad är det för slags spår?",10.12,665.17
93,Spåren skog till exempel? Ja.,3.69,679.46
94,"Eller om jag har en nakenfoto går i snön då ser man då ser man inte spår efter skolan, då ser man ju spåret efter foten. Hmm fotspår ja.",11.68,684.8
95,Ja.,0.81,700.43
96,Ja.,0.75,701.99
97,Hmm.,1.26,706.37
98,En björn som jag blivit av med ditt rum.,3.28,709.59
99,Hur vet djur som bor i? Ja.,3.19,715.75
100,"Hmm hmm hmm och så ja, det är rätt till lunch jag har. Det här är någonting som kan stå. Hmm du kan ju hemmet och det är hmm ja, det är levande ting men det är djur. Hmm inte animalisk.",29.93,721.99
101,Ja.,0.58,752.66
102,Förra.,0.47,756.43
103,Vad var det för ord visa den? Ja.,3.27,759.07
104,Krukväxter hel det oj.,2.22,763.6
105,Den här är om du?,3.69,768.54
106,Här hmm.,1.64,772.99
107,Nu är det om du har en efterkommande. Hmm jaha fast flera generationer bort.,6.51,777.7
108,Hmm.,1.58,784.95
109,Ja det.,1.5,786.76
110,Ja om jag vill. Hmm. Komma högt upp i luften.,4.75,790.34
111,Ja och sen ner igen?,2.28,796.67
112,"Då kanske jag ägnar mig åt en sport grym för pris, en gren i sporten som heter det ha det här ordet?",7.31,800.41
113,Ja.,0.54,808.94
114,Man hoppar.,1.39,810.33
115,Hmm ja.,2.05,813.32
116,Jaha jaha.,1.65,819.25
117,Ja visst fan till exempel.,6.41,822.48
118,"Svårigheten är det man? Nej, det kan finnas i en turnering. Det kan du göra ja.",8.2,829.38
119,"Nånting är helt i en ring. Ja, det kostar inte så väldigt mycket pengar. Ja.",8.58,839.06
120,"De är från början, så tror ni kåda från är 3 ja hmm ja.",8.49,849.58
121,Ja.,0.64,859.65
122,Det här är en låt nåt som som hänger med nånting som en tb ser en film ja eller en kompis. Från början var det en ja hmm.,20.56,864.43
123,"Från början var det en bok och det handlar om en björn som är väldigt stark och äter honung? Hmm, sina timmar. Ja, det här kan vi hålla egentligen signaturmelodi och det innehåller många melodier.",16.32,885.04
124,Som hänger ihop med den här björnen.,2.23,903.32
125,Ja.,0.8,906.51
126,Hans namn låter ungefär som måste ha i.,3.15,910.09
127,"Ja ja, det ja så bra. Vi försöker att hålla oss till hur du har det. Nej, okej, men bra vi har varandra.",9.43,915.9
128,Hmm tunneln.,1.43,928.35
129,"Nej, det här är någonting som hänger mellan 2 platser och man kanske kan åka bil eller gå på dagen. Hmm, går det tåg vi kan åka på den här? Ja.",14.39,930.79
130,"Under den här saken så kan det vara en ravin, det kan vara en flod.",5.86,946.67
131,Ja.,0.77,954.33
132,Så det är nånting man kan ta sig över mellan 2 höga platser.,4.12,956.7
133,Hmm häng ja.,2.49,962.72
134,Hmm.,0.51,970.22
135,Ja nu är demokrati igen.,2.31,973.91
136,"Du vill veta vad människorna tycker. Jaha, och då måste vi ha en sån här sak.",8.75,977.82
137,Hmm.,1.74,987.33
138,"Ja, det har med politik att göra.",2.03,989.12
139,Hmm beslut.,1.59,991.98
140,"Ja, det här är någonting man har för att få rätt beslut. Hmm, ja, det har rösträtt att göra. Man ber folket att uttrycka sin åsikt.",13.71,994.64
141,Hmm folkomröstning ja bra.,3.39,1009.2
142,Hmm ja.,0.98,1015.58
143,"Ja, jag kan jag kommer och går det för.",3.39,1020.21
144,Sedan.,0.82,1025.7
145,Det här är någonting som finns i kroppen som rusar omkring i våra hmm ådror jaha och det är en mindre del i media.,12.76,1030.88
146,Ja bra.,1.53,1045.21
147,Hmm.,0.83,1050.8
148,"Ja, det är en människa som är han har mat i.",9.07,1055.93
149,"Kyrkan ja och inte precis rätt, men högre än präst.",9.23,1065.19
150,"Det är den bästa, men det är man gustaf rösten precis när det mellan. Hmm nej, inte koden men det är ja, nivå under påven om man har en så hmm on nej, den kyrklige ledare.",19.24,1076.12
151,"Den han är. Han är högre än en kyrkoherde. Hmm, ja hur jag sa, det är hela tiden.",11.33,1099.44
152,Spelande tror det var det mys hoppas att vi har lärt oss och vi hoppas att du lärt dig någonting. Hmm har du det?,9.82,1112.38
153,Ja nej då.,1.57,1123.9
154,Första jämn det går faktiskt i sin skit.,5.32,1128.53
155,S.,0.35,1143.08
156,,15.2,1163.81
157,,15.2,1179.01
158,,15.2,1194.21
159,,15.2,1209.41
160,,15.2,1224.61
161,,31.2,1239.81
162,,15.2,1271.01
163,,15.35,1286.21
164,,15.2,1301.56
165,,15.21,1316.76
166,,15.29,1331.97
167,,15.31,1347.26
168,Då?,0.76,1369.14
169,,15.27,1390.33
170,,15.35,1405.6
171,Office.,0.82,1433.35
172,,2.09,1468.53
173,Den.,0.37,1479.73
174,,15.2,1500.52
175,,15.26,1515.72
176,H.,0.94,1540.46
177,,15.2,1561.96
178,,15.2,1577.16
179,,15.2,1592.36
180,,15.2,1607.56
181,,15.22,1622.76
182,,15.2,1637.98
183,,15.24,1653.18
184,,15.2,1668.42
185,,15.2,1683.62
186,,15.2,1698.82
187,,15.2,1714.02
188,,15.2,1729.22
189,,15.2,1744.42
190,,15.2,1759.62
191,,15.2,1774.82
192,,15.2,1790.02
193,,15.2,1805.22
194,,15.2,1820.42
195,,15.2,1835.62
196,,15.2,1850.82
197,,15.2,1866.02
198,,15.2,1881.22
199,,15.2,1896.42
200,Köp.,0.27,1923.94
201,,15.2,1973.1
202,,15.24,1988.3
203,,15.21,2003.54
204,,15.2,2018.75
205,,15.34,2033.95
206,,15.2,2049.29
207,,15.2,2064.49
208,,15.29,2079.69
209,,9.48,2095.89
