,DisplayText,Duration,Offset
58,Hmm ja hmm nära släkting.,7.51,523.85
59,"2 vid manliga förälders sida, hmm, ett syskon alltså hmm ja jaha ja.",12.05,533.19
60,Ja.,0.47,547.86
61,Ja.,0.75,552.08
62,Hmm guld.,1.49,555.77
63,Emil dahl somna ja se orange.,5.66,560.86
64,Ja.,0.83,569.06
65,Hmm diamant.,1.47,572.84
66,"Ja inte riktigt, hmm.",4.26,575.58
67,Hmm barns.,1.54,579.89
68,Vi ska ha.,1.74,585.46
69,Ja hej.,0.92,589.63
70,"Pratar om detta förut, något människor gör och sovel. Hmm.",6.44,592.23
71,Ja.,0.87,598.72
72,"Dålig dröm. Ja, dom är läskig sådana då var det en hmm morgon. Hmm ja ja.",12.31,600.65
73,Ser djur som är vit och stora. Hmm ja och bor i hmm.,11.56,623.92
74,Ja.,0.71,635.85
75,Okej så.,1.45,641.77
76,Och katten är ja.,3.58,645.67
77,Ja.,0.56,653.58
78,"Du vanligt och har som är hemma, hundar och katter samtal med dig. Ja.",7.33,656.24
79,Hmm.,1.72,666.93
80,Ja vilket typ?,3.86,669.52
81,Hmm husdjur.,1.49,676.87
82,Jaha.,0.61,680.73
83,"Hmm, när någon dör och bli begraven så ja, lägger man dem i marken och så sätter man något där man lade märke som visar här den personen sen ja ja, kanske en bit. Hmm gravsten.",18.14,684.75
84,Ja nej.,1.18,704.4
85,"Första jul igen men det är också ett stjärntecken på svenska. Ja, hmm hmm får alltså inte svår, men tji får arbete. Hmm ja ja ja.",23.07,714.61
86,Ja ja.,3.15,739.86
87,The ikea och hmm ja man hmm får sina kläder hmm pro ja.,10.09,746.98
88,Ja.,0.84,758.69
89,"Om det är mormor eller morfar, då har du ja avkomma av dina dumma. Men ja, kanske pojkar utica jaha, jag har en honom ja.",20.71,765.49
90,Man har.,0.62,788.84
91,Hmm.,0.7,794.05
92,Det var ordet.,0.78,797.08
93,Ja.,0.75,801.89
94,Hmm på din dator har du ofta ett sånt här för att skydda andra från att komma in där så du måste veta och skriva in ditt egna öppna vatten.,11.77,804.76
95,"Hmm, nej, vad säger du det är? Hmm datorn secret. Hmm lösenord ja.",8.86,818.03
96,Ja hmm.,2.32,828.71
97,"Det är också finns ju redan en internationell hmm, ja och hmm, det är gruv ja.",10.46,835.51
98,Organisk kanske? Ja ja.,3.4,848.29
99,Hmm.,0.5,853.35
100,Hmm västern ja hmm tillväxt ja.,6.13,855.0
101,Ja.,0.56,862.33
102,Hmm.,1.49,866.78
103,Man bor i samma hem.,1.57,868.32
104,Ja.,0.65,872.51
105,Och.,0.51,874.17
106,Så när man bor i hmm så är viss tid så det är inte en villa är inte en lägenhet jaha.,9.2,876.09
107,Bo i.,0.59,887.24
108,Hmm hus.,1.59,889.54
109,Ja.,0.49,891.18
110,Hmm.,1.5,895.4
111,Ja.,0.64,899.11
112,Hmm hmm.,2.62,904.3
113,Där jul ja tid till exempel eller hmm ja president så.,8.57,908.17
114,Hmm beslutet.,1.38,920.02
115,Hmm.,0.73,923.45
116,"Man frågar folk i ett land, vilken ledare som helst vill ha och för att reda på det så låter man alla lappar och lägga i en låda och så räknar man dom och då har man en folkomröstning.",14.85,926.1
117,Ja.,0.61,944.41
118,"Såvitt det är till och med slanten. Ja, vi har med det är det inte.",8.03,951.04
119,Hmm.,1.61,960.67
120,Ja snyggt.,1.95,963.05
121,Jaha.,0.63,968.02
122,"Hmm, det var så här i kropp.",5.14,970.47
123,I väskan som flyter runt i dina ådror. Ja.,4.47,976.73
124,Hmm kroppar ja.,2.06,983.92
125,Hej.,0.47,987.81
126,Okej.,0.73,992.95
127,"Det är också fint agerande. Jag börja på bio. Hmm, jag kommer och går barn spelar nyttigt med en hmm tåg hmm.",14.17,999.03
128,Vem sägs om 7 så här?,2.4,1021.22
129,Jaha okej ja en finns i vikten ja.,5.62,1025.99
130,Hmm nej riktigt bestämt hur använder? Hmm ja.,7.85,1033.74
131,"Ja, det är hela tiden tappar. Det finns spelare med mig och tack för att vi fick styra.",6.57,1043.21
132,Tj.,0.48,1052.8
133,Nyckelmatch ja vilken går växelvis imorgon går vi stark.,4.36,1056.84
