,DisplayText,Duration,Offset
83,"Världsrekordet är 2 och 45. Hmm, så lätt ja.",6.44,600.62
84,Vitt djur som bor på svalbard har ja.,3.73,608.56
85,Det för djur? Hmm?,4.15,616.61
86,Jaha.,0.68,622.83
87,Hmm.,1.49,627.1
88,Man kan inte göra och om och men kan använda öde hmm för att hmm ja okej till en plats hmm kon när man inte kan gå så får man använda den här det här fordonet den här hmm.,30.58,628.82
89,Nej hmm rullstol ja.,3.93,660.05
90,"Vi kan prata samtidigt. Hmm ja sidan vi kan prata, tror du?",6.6,665.77
91,"Ja, det det är för att hmm detta från kläder. Hmm, inte sett framför låneord hmm är det råd? Ja.",13.87,675.43
92,De som syns på marken när man går ja när man har gått där i snön till exempel hmm fotboll.,8.49,692.08
93,Jag tror vi får prata samtidigt. Ja.,3.7,702.56
94,Det är min hobby. Jaha.,3.94,709.67
95,Hmm hmm slavar.,3.56,717.23
96,Om du vill veta mer?,1.14,723.15
97,Hur kunde du veta mer?,1.73,725.55
98,Nursing film eller rösträtt att hmm och så kunde säga hmm när man men alla i landet får får bestämma vem som ska bli president.,14.08,732.58
99,"Även statsminister? Hmm, jag säger ja.",4.6,750.59
100,Jaha.,0.75,756.55
101,Hmm.,1.45,760.16
102,Ljus tryffel bör om bloggar om bloggen i hmm.,6.74,762.63
103,Hmm sambo.,1.44,769.6
104,Hmm.,1.43,774.43
105,Levande varelser som man har hemma? Ja.,3.92,780.23
106,Det är till exempel höjd är kapten? Ja.,6.07,786.74
107,Kanin kaniner.,2.39,795.87
108,Hund katt hmm. När vi har dom hemma i huset jaha.,6.65,800.79
109,Hmm husdjur.,1.5,810.24
110,Ja.,0.76,814.01
111,"Hmm, okej och sen avbröt. Hmm, ja oj, ja lösenord.",6.87,820.42
112,"Hmm, det är ett hemgjord man måste använda för att komma in i dataprogram till exempel andra program. Ja till exempel på en bank på internet så måste du skriva in det.",12.33,831.45
113,Ja.,0.71,844.49
114,Hmm.,1.14,848.3
115,"Hmm, jag som borde. Ja, ja.",3.97,850.29
116,Hmm.,1.64,856.79
117,Hmm hmm du.,3.24,858.48
118,Ja men hmm god till detta sagt till detta säkert. Hmm.,10.07,862.27
119,Hmm tål.,1.5,875.3
120,Hmm.,1.97,876.86
121,Ja ja.,1.8,881.48
122,Oj.,0.9,885.87
123,7 7 vackra platser som som kanske beskrevs i bilen.,6.52,888.7
124,"Nej, jo, jag heter från bilen nån gång.",3.54,898.57
125,De 7 vackraste platserna på jorden.,2.26,904.22
126,Undrar?,0.74,910.08
127,Min hobby.,1.15,914.47
128,Jag tycker om att spela.,1.6,924.8
129,Jaha.,0.66,927.32
130,Musik.,0.78,929.72
131,Som man slår på.,1.25,934.04
132,"Hmm, musiker.",1.64,940.28
133,Ett instrument som man slår på mig timmar. Ja.,3.8,945.23
134,Personen som står på hmm på.,3.42,950.43
135,Hmm ja ja.,5.77,955.65
136,Hmm kungen i kyrkan.,2.58,962.85
137,En person eller en person som hmm hmm.,4.82,967.58
138,"Till präst men hmm, som är också.",4.3,974.03
139,Lycka till han.,1.3,981.68
140,"Hmm, prata om.",1.58,988.37
141,Hmm tjej.,1.5,994.15
142,Hmm hmm.,3.45,998.0
143,Hmm bussen.,1.68,1002.12
144,Han är chef över prästen.,1.91,1005.84
145,Hmm.,1.61,1009.32
146,Hmm.,1.79,1011.62
147,En sång som man kan höra när ett program börjar med ett barnprogram början.,6.61,1017.56
148,Hmm musikern ja.,3.41,1029.36
149,Hmm fina hmm signaturmelodi jaha hmm.,6.97,1037.74
150,Hmm.,1.5,1047.41
151,Hmm.,1.81,1048.96
152,Hmm kan aktiviteter om hmm?,4.99,1051.9
153,Pension hmm.,3.27,1057.54
154,Ja.,0.59,1060.86
155,Hmm om den ja som har att göra med hur gammal man är ja.,5.68,1065.42
156,"Hmm, under gränsen. Ja, det är hela tiden vi har tack för att ni spelar mig tack.",8.42,1074.37
157,Hej vince ja vilken dubbelsäng. Det har vi ständigt godkänt spela smart watch.,9.09,1088.48
