,DisplayText,Duration,Offset
35,Håll.,0.44,275.65
36,Nåt du får en tentamen?,1.75,281.71
37,Ja.,0.69,284.89
38,Någonting en lärare sätter på internet. Hmm om den här ja.,6.76,291.55
39,Hmm.,1.5,301.4
40,Ja.,0.61,303.13
41,Fågeln som boyd skog ja.,5.24,307.44
42,Sommarsmak.,1.22,313.92
43,Klok.,0.72,316.35
44,En klok fågel hmm fåglar hmm uggla.,6.44,320.96
45,Hmm pris.,1.58,333.75
46,Svårt.,0.77,337.1
47,Ja.,0.66,340.51
48,"Högsta priset du kan få os, hmm?",5.74,342.89
49,Ja.,0.64,350.2
50,Den person som arbetar med att göra bröd. Ja.,5.52,355.19
51,Hmm ja.,2.79,364.5
52,Hmm badare.,1.7,370.42
53,Noll en gifter en kung.,1.64,376.95
54,Första pinne även klockning? Ja.,6.06,388.52
55,Stället där man har en spegel?,1.93,397.37
56,Ja.,0.25,400.61
57,Hmm.,1.67,403.62
58,Hmm.,1.48,407.26
59,Jaha.,0.67,410.23
60,Under lesbisk urladdning från ett moln.,2.92,416.37
61,Ja.,0.49,420.88
62,De kommer ofta i 5 tum. Hmm hmm.,7.1,423.82
63,"De som fåglar har på sin kropp det som betäcker kroppen på ett tåg. Hmm, nej.",8.03,437.61
64,Hmm igen.,1.5,448.95
65,Kött från gris.,1.63,459.96
66,Om man är vänner som kollar vi små bås på så många platser på jorden. Hmm.,9.63,465.36
67,Ja.,0.73,476.06
68,Någonting man lämnar efter sig när man går.,3.25,481.78
69,Hmm.,0.38,488.51
70,2.,0.56,491.07
71,Hmm oj vilken del speciell sorts som du får. Vi kan se i snö har gått.,9.74,493.6
72,Hmm.,0.57,505.61
73,Rollen som harry schein.,1.72,513.37
74,Som handikappade som inte kan gå måste använda. Ja.,4.5,516.94
75,Hjälpmedel för oss inte kan gå. Hmm?,3.59,526.27
76,Så sitter.,1.05,531.55
77,Folk som hände i köge. Hmm hmm rullstol.,7.08,535.71
78,Ja till sträckor på kyrkogården? Ja.,3.94,549.42
79,Visa vem som ligger under marken? Ja.,3.65,557.67
80,Hmm.,1.5,564.58
81,Hmm hmm någon är tom och år ja.,6.31,566.13
82,Sundsvall på en död person? Ja.,4.28,574.03
83,Hmm grad.,1.5,581.55
84,Ja.,0.69,585.12
85,Din fight.,1.46,588.42
86,Ja det hmm.,2.64,592.67
87,"En släkting, den nära släkting.",2.81,596.18
88,Hmm.,1.59,603.59
89,Hmm.,1.91,605.23
90,"Under, det är rätt som man gjorde i jaha.",6.5,615.53
91,Hmm.,1.5,625.56
92,Ja.,0.62,628.19
93,Hmm en grundläggande del i politiken för att befolkningen ska kunna välja den som ska styra landet.,9.6,630.73
94,Hmm hmm.,3.36,644.18
95,Hmm röst night.,2.1,647.87
96,Hmm.,0.34,652.87
97,Din bil hmm ja det har ju dator.,5.14,658.58
98,"Ja hmm, speciellt bo är man en vända på att hmm logga in loving 12 hmm lösning.",12.88,666.18
99,"Ont i nacken äta på mcdonalds eller pizza, säger.",3.74,682.26
100,"Ja, det är då hmm, kost min gräns billig mat som får hmm snabbmat.",13.54,687.42
101,Hmm.,1.56,706.7
102,Hmm jaha dröm.,3.12,710.38
103,"Ja, det är läskigt som man vaknar mitt i natten. Kallsvettig.",5.47,715.74
104,Hmm morgon.,1.67,725.59
105,"Första till hmm, en väldigt ljus byggnad. Ja, christum relations prognos 16.",9.99,738.32
106,Hmm.,1.48,753.63
107,Skydda din hmm syskon.,3.24,757.82
108,Hmm ja kring barn.,2.98,765.83
109,Ja.,0.4,770.8
110,Nånting levande grönt man ha inomhus att det ska bli trevligt.,3.91,773.33
111,Hmm.,1.84,781.47
112,Hmm.,1.31,783.78
113,Ja.,0.7,786.24
114,Instrument med oss rår på.,2.58,790.74
115,Musikinstrument.,1.19,797.16
116,Vad spelar du på för att ge lift? Jaha?,3.84,804.31
117,Stream inte lås ja.,2.71,810.84
118,Instrument samlingsnamn för sådana instrument som har fått barn.,5.82,816.56
119,Hmm.,1.49,827.69
120,Hmm sommar.,1.65,829.91
121,Ädelsten som gjord av kol i den innan tillbaka till sin rutt som rausing som går kort hmm stenar.,14.11,841.25
122,Hmm bärnsten.,1.5,860.72
123,"Den musik musik, som man har i början av 50 gram.",4.45,871.61
124,Hmm. Musiken som man har som introduktionen till det till en film hmm hmm jaha tv 4.,11.02,880.67
125,"Tv serien hmm, som är precis som som hmm, signaturer.",8.69,893.87
126,Hmm martin som man ja är använda på. Hmm.,8.12,910.31
127,Hmm.,1.49,921.78
128,Ja.,0.69,924.8
129,"Gör att skapa tyg som inte var snö upp till ytan för att göra själva tyget, hmm wennström.",8.09,927.52
130,En speciell hmm.,3.31,941.86
131,Ja.,0.39,945.22
132,Is in the jaha du kroppshets fram bröllop. Kroppsvätska är ju ha den delen som håller efter på scen och på vädret.,15.26,948.32
133,Tjena inte släppa ja.,3.02,966.82
134,Hmm frutos som hmm ja arbeta på coor över hmm finns sånt ja.,10.63,975.05
135,Zoom och så vidare på.,1.54,988.02
136,Sådan ja.,2.33,992.31
137,Vara en stor.,1.66,996.9
138,Hmm motorväg.,1.5,1003.79
139,Jag går över vatten.,2.04,1006.58
140,Hmm.,1.74,1013.77
141,Första pengar.,1.74,1016.2
142,Ja ja.,1.67,1018.22
143,,2.59,1023.72
144,"Dels som gör att man inte får köpa alkohol, för man är 18 år.",5.28,1027.35
145,"Hmm, williams min ja ring när du får in val hmm och köpa ett vackert med akon och undersöka det hela tiden.",18.36,1036.82
146,Spelande tack.,2.31,1057.25
147,Hmm.,1.11,1062.14
148,"Vintervägen match, vilket inte varit timrå kristensson byta skins.",4.77,1069.88
