,DisplayText,Duration,Offset
43,"Ja, det är ja inlägg i eller har du säga ja? När man dör så kan man komma tillbaka och skrika o vad skulle man fått? Den var det?",16.34,339.2
44,Dom har ofta vita lakan på sig.,2.69,357.01
45,Vid osynliga boken.,1.71,362.43
46,Hmm hmm.,1.66,368.66
47,"Jag har inte silver utan ja, det är andra saker vi kaller.",6.36,371.08
48,Ja.,0.78,378.86
49,F å mo runt halsen ja som inte är gjort utav silver utan hmm gnuerna jaha KF hmm.,11.76,380.69
50,"De hmm, känner till är det inte in, säger hmm tryckplattan på tråd.",7.29,396.05
51,"Ja, men det var ju. Vad är det?",3.11,404.39
52,Hmm ja.,1.64,408.45
53,Hmm rätt intressant va? Ja hmm. När man vaknar på morgonen.,7.08,412.09
54,"Och känner sig ofräsch, så går man till.",4.3,419.86
55,Hmm.,1.55,427.74
56,Korrekt ja.,2.15,429.66
57,Ja.,0.4,434.6
58,"Ja, ja, det är heter abstract concepts. Hmm, ja, man kan säga.",7.82,437.49
59,Ja.,0.57,448.41
60,Hmm.,1.04,450.01
61,"Hmm, vi har väldigt ont om coca precis vi har åkt på någon menar jag tillbaka eller ja, precis för att det kan vara båda ja jaha du kan ta det men jag kan inte beskriva. Det är en kaka.",18.51,453.49
62,"Såsom om dom som något. Ja, man har i huvudet när man får ja drömma korrekt.",8.96,472.61
63,Ja en bit att papper som har sett det på ett ett kuvert när man vill skicka ja.,7.94,485.75
64,Hmm.,1.5,497.48
65,"Hmm, så det är lite av papper men som kristen igen. Ja.",7.08,499.03
66,"Hmm, på natten kan det vara en fågel som låter ho till fåglar. Vad är det för fågel?",11.38,508.64
67,Fågel kall vända huvudet nytta bra. Hmm hmm. Ulla ja korrekt.,8.02,521.78
68,Jaha.,0.98,533.61
69,Hmm.,0.69,536.47
70,"Det ska bli bra platta? Nej, det går inte att säga ja till mitt barn.",7.58,538.02
71,De har precis.,0.75,548.62
72,"Vi har hmm. Vi måste skippa det här va? Ja, ja, vi råkade. Jag ville säga ordet ja.",9.87,551.54
73,Vad jag vill upp?,0.86,562.77
74,"Ja ja, hmm vad kan vi bara invänta? Ja.",7.24,567.14
75,"Visar en knapp för att säga att vi i tjänsten. Ja, det är våren.",5.13,575.3
76,"Jaha, men du fattar nog ja vad du vill.",4.33,584.47
77,"Ja, jag är så här.",1.29,591.13
78,Hmm.,1.68,595.06
79,Ja vill tala.,1.66,597.77
80,Hmm.,1.69,604.95
81,Det är en del av en byggnad som man går till när man vill. Hmm hmm.,10.7,607.55
82,"Hur vet du det? Ja, du korrekt. Ja.",3.87,619.08
83,Hmm.,1.61,626.68
84,Hmm. Om man går till ett ställe?,3.67,628.92
85,"Hmm, för att.",0.93,633.52
86,"Lämna någon ort. Hmm. Göra ett val. Hmm ja, vad blir det eller vad är det? Vad har man ja?",9.79,635.83
87,Hmm folkomröstning hmm rösträtt.,4.66,648.6
88,Hmm.,1.5,658.81
89,Vissa personer har lite små vänner med prins hemma oss hos dom. Vad heter du kategorin för uppdrag för jaha.,11.29,660.46
90,"Hmm, det är ett djur med hon.",3.56,675.01
91,Ja.,0.81,679.92
92,Boberg hmm.,2.48,682.5
93,Hmm dom.,1.48,688.64
94,Hmm syn.,1.5,690.92
95,Elina.,0.65,694.11
96,Hmm ja hmm.,3.99,697.48
97,Ja en bit av inredning som man kan använda för att för att förvara kläder oftast.,6.38,702.14
98,Hmm.,1.57,709.29
99,Tack.,0.61,711.77
100,Hmm.,1.5,715.07
101,Hmm.,1.5,718.62
102,Den familjemedlem som som är då generationer bakåt som jag är och så hon är av manligt kön. Ja.,10.35,721.87
103,Hmm.,1.51,735.58
104,Hmm.,1.49,738.66
105,Tog generationen bakom.,1.88,741.18
106,"Såg inte samma, inte samma ålder. Det är ofta en en mig mycket äldre. Hmm, mycket.",9.88,744.81
107,Ja hej om man ska logga in på en dator så behövs det ett ja.,9.62,762.12
108,Ändå något mig själv.,3.02,772.83
109,Kom ut på. Hmm?,3.4,776.65
110,Ja.,0.55,781.1
111,Hmm när man är väldigt ung ut och med på natten och alla andra restauranger är där ja stängda då kallar man hmm snart ja ja,16.59,787.44
112,hmm,1.51,806.61
113,När man sover.,1.39,808.17
114,"Få kalvar ibland vakna upp utanför nordvästra. Man tänkte på, hmm morgon ja ja.",11.43,810.68
115,Hmm.,1.88,825.03
116,"Ja, hmm, det här är en något som man kan ha på på kontoret, till exempel för att fräscha upp lokalen men har gått runt.",10.66,827.58
117,Jaha.,0.75,839.22
118,Den är glad och sånt oftast.,3.02,842.79
119,Hmm tipset jaha.,3.05,846.96
120,Hmm.,1.49,854.68
121,Tittar in.,1.3,856.45
122,"Individärenden jag säger, är du nord?",3.74,859.25
123,"Påven eller antar jag tror det? Ja ja, det stod djur.",5.3,863.72
124,Hmm.,1.5,870.74
125,"Bilen inte spela, och den är vit.",3.02,872.93
126,Hmm.,1.58,877.02
127,Ja ja.,2.64,879.06
128,Hmm. När man går så lämnar man.,3.95,885.39
129,Ja.,0.84,890.67
130,If om det är slö och om man går på snön så lämnar man hmm avtryck hos mormor. Precis ja.,9.6,893.02
131,Ja.,0.8,904.97
132,"Ja, vad kan man säga? Det är hmm. En regel som man har till exempel på pubar och sånt hmm som gör att personer som som är för ny för unga kan inte får inte dricka hmm.",18.32,908.01
133,Hmm.,0.33,931.2
134,Ja hmm om man ska ja ge.,6.28,933.55
135,Till.,0.66,941.46
136,Om man ska välja parti.,2.39,943.88
137,Ja i ett land vad kallas? Skönt.,2.6,947.37
138,Hmm folk om röst.,1.57,950.91
139,Hmm.,0.48,956.61
140,"Hmm, byggnad där man kan bo och ps. Det var byggnaden är kopplat till andra liknande byggnader. Ja ja.",9.71,959.09
141,Hmm hus.,1.5,973.72
142,Hmm radhus ja.,2.86,975.75
143,Jaha. Hmm.,2.84,983.16
144,Ja.,0.7,986.05
145,Det är en religiös person med en stor hatt.,6.29,987.66
146,"Den nej alltså nej, hmm.",5.98,996.17
147,Nej lite högre upp vi göra. Hmm vi ska ja ja.,5.59,1002.7
148,"Ja, det är väldigt. Hmm, vi all.",5.74,1012.92
149,För många 100 år sedan som byggdes byggdes till stora byggnader som som alla ser upp till som som liksom är väldigt välkända och hmm hmm. Undrar ja.,16.99,1020.61
150,"Ja, hur många gånger har du här?",3.24,1038.88
151,Hmm.,1.38,1045.36
152,"Om, hmm? Det är ett instrument.",5.24,1049.12
153,"Ja som håll på kroppen och man använder 2 personal för att göra musiken av. Ja, vad är det?",10.86,1055.43
154,Hmm.,1.59,1067.57
155,"Jaha, jag trodde det var personer, men det är rummet.",3.61,1070.11
156,Ja hmm ja men det var du är.,5.37,1074.66
157,"Ja, hmm, det här är ett verktyg som används för att skapa. Hmm.",8.69,1082.54
158,"Vatten och mat och ja hmm jaha, det är hela tiden någon.",5.81,1093.2
159,Tacksamma hmm.,3.65,1102.18
160,Ja lås länkar den här?,3.84,1107.31
161,Säng och beställ.,1.3,1114.47
162,N.,0.51,1120.1
