,DisplayText,Duration,Offset
91,Hmm bra.,4.86,776.81
92,"Hmm, du har en hjälm så från dag hmm, och det är du har din sida i dom? Ja.",9.02,784.18
93,"Det är mura jaha där du förvarar kläder, hmm?",7.33,794.7
94,Hmm.,1.63,802.86
95,Ja ja.,2.38,805.08
96,Hmm så om du om du gillar hmm djur hmm kanske du vill ha en.,7.0,809.9
97,,2.63,818.68
98,Hmm kaniner hmm husdjur.,4.51,821.46
99,Ja.,0.37,827.26
100,"Det är, hmm, ett djur som finns på nordpolen som är väldigt farligt. Hmm isbjörn ja.",10.36,830.97
101,"Som spelar musik jaha, men det finns ett gruppen av musik semester hmm hmm som du använder dina händerna? Hmm, det är en grupp av nelson.",17.89,847.48
102,Ja vad kallas så alla som ja.,5.75,867.48
103,Hmm.,0.26,876.29
104,Som det inte. Hmm. Om du inte kan köpa någonting för det är för brun från hmm. Det finns någonting som ja.,13.54,878.75
105,Hmm hmm williams.,3.54,895.07
106,Ja men mer specifik med att hmm ja.,4.88,899.44
107,Uppnår en viss ålder hmm under stress.,4.41,906.39
108,Jag hmm.,2.02,915.56
109,När är när en orkester ute och marscherade så brukar det gå några som håller takten.,8.41,917.93
110,Hmm. Musiken? Ja då så stressande. Ja ja.,6.15,927.2
111,Hmm.,1.16,936.31
112,"Stålbucklan besked varuhus ja så ja, men det tror jag kan inte ens. Nej.",9.37,938.99
113,Radhus.,0.8,950.07
114,Hmm hmm.,2.0,955.08
115,Om man har hmm.,2.04,957.64
116,"Till exempel en tv serie när den börjar så brukar man ja, så brukade hon spela någonting först, eller det kan vara som en.",9.17,960.42
117,"För att känna igen ett visst program, tv, program eller radioprogram så brukar man inleda med hmm i naturen. Ja.",10.46,970.21
118,"Så i en kyrka, hmm, finns det en person som han lilla mest?",11.88,983.68
119,Hmm disco ja.,2.37,997.37
120,Hmm.,1.49,1002.97
121,För att komma över till exempel stor vattendrag eller om det är 2 klippor som oss brukar man bygga någonting som man kan ta sig mellan dem.,12.78,1004.52
122,"Ja, det finns till exempel och man ska åka härifrån till lidingö eller om man ska åka till, hmm.",8.72,1018.5
123,Så men kör har byggt stora. Hmm uppnått sverige hmm och det finns namn ö som är jätte på problem och då så.,17.34,1031.85
124,Hmm om man ska göra till exempel mator.,4.79,1052.1
125,"Gardinen hmm tar man tyg så tappar man ihop det i en maskin om du gör det känns när man gör en vävstol. Ja, det är hela tiden.",12.81,1059.04
126,Spelaren här? Ja.,2.15,1073.83
127,Jag har en fråga till dig.,1.77,1077.23
128,Jättefin.,0.43,1081.52
129,Läcker match ja vilken go back to be och genomgång.,4.27,1085.09
